source,conditionName,url,alternativeName,overviewFile,treatmentFile,recoveryFile,,
NHS,Counselling,https://www.nhs.uk/conditions/counselling/,Counselling,Counselling_overview.html,,,,
NHS,"COVID-19, see Coronavirus (COVID-19)",https://www.nhs.uk/conditions/coronavirus-covid-19/,Additional links to review,"COVID-19, see Coronavirus (COVID-19)_overview.html",,,,
NHS,Cradle cap,https://www.nhs.uk/conditions/cradle-cap/,Cradle cap,Cradle cap_overview.html,,,,
NHS,Craniosynostosis,https://www.nhs.uk/conditions/craniosynostosis/,Craniosynostosis,Craniosynostosis_overview.html,,,,
NHS,Creutzfeldt-Jakob disease,https://www.nhs.uk/conditions/creutzfeldt-jakob-disease-cjd/,Creutzfeldt-Jakob disease,Creutzfeldt-Jakob disease_overview.html,Creutzfeldt-Jakob disease_treatment.html,https://www.nhs.uk/conditions/creutzfeldt-jakob-disease-cjd/treatment/,,
NHS,Crohn's disease,https://www.nhs.uk/conditions/crohns-disease/,Crohn's disease,Crohn's disease_overview.html,Crohn's disease_treatment.html,https://www.nhs.uk/conditions/crohns-disease/treatment/,,
NHS,Croup,https://www.nhs.uk/conditions/croup/,Croup,Croup_overview.html,,,,
NHS,CT scan,https://www.nhs.uk/conditions/ct-scan/,CT scan,CT scan_overview.html,,,,
NHS,Cushing's syndrome,https://www.nhs.uk/conditions/cushings-syndrome/,Cushing's syndrome,Cushing's syndrome_overview.html,,,,
NHS,Cuts and grazes,https://www.nhs.uk/conditions/cuts-and-grazes/,Cuts and grazes,Cuts and grazes_overview.html,,,,
NHS,"Cyanosis, see Blue skin or lips (cyanosis)",https://www.nhs.uk/conditions/blue-skin-or-lips-cyanosis/,Blue skin or lips (cyanosis),"Cyanosis, see Blue skin or lips (cyanosis)_overview.html",,,,
NHS,Cyclical vomiting syndrome,https://www.nhs.uk/conditions/cyclical-vomiting-syndrome/,Cyclical vomiting syndrome,Cyclical vomiting syndrome_overview.html,,,,
NHS,Cyclospora,https://www.nhs.uk/conditions/cyclospora/,Cyclospora,Cyclospora_overview.html,,,,
NHS,Cyclothymia,https://www.nhs.uk/conditions/cyclothymia/,Cyclothymia,Cyclothymia_overview.html,,,,
NHS,Cystic fibrosis,https://www.nhs.uk/conditions/cystic-fibrosis/,Cystic fibrosis,Cystic fibrosis_overview.html,Cystic fibrosis_treatment.html,https://www.nhs.uk/conditions/cystic-fibrosis/treatment/,,
NHS,Cystitis,https://www.nhs.uk/conditions/cystitis/,Cystitis,Cystitis_overview.html,Cystitis_treatment.html,https://www.nhs.uk/conditions/cystitis/treatment/,,
NHS,Cystoscopy,https://www.nhs.uk/conditions/cystoscopy/,Cystoscopy,Cystoscopy_overview.html,,Cystoscopy_recovery.html,https://www.nhs.uk/conditions/cystoscopy/recovery/,
NHS,Cytomegalovirus (CMV),https://www.nhs.uk/conditions/cytomegalovirus-cmv/,Cytomegalovirus (CMV),Cytomegalovirus (CMV)_overview.html,,,,
NHS,Dandruff,https://www.nhs.uk/conditions/dandruff/,Dandruff,Dandruff_overview.html,,,,
NHS,Deafblindness,https://www.nhs.uk/conditions/deafblindness/,Deafblindness,Deafblindness_overview.html,,,,
NHS,"Deafness, see Hearing loss",https://www.nhs.uk/conditions/hearing-loss/,Hearing loss,"Deafness, see Hearing loss_overview.html","Deafness, see Hearing loss_treatment.html",https://www.nhs.uk/conditions/hearing-loss/treatment/,,
NHS,"Decompression sickness, see Air or gas embolism",https://www.nhs.uk/conditions/air-embolism/,Air or gas embolism,"Decompression sickness, see Air or gas embolism_overview.html",,,,
NHS,Decongestants,https://www.nhs.uk/conditions/decongestants/,Decongestants,Decongestants_overview.html,,,,
NHS,Dehydration,https://www.nhs.uk/conditions/dehydration/,Dehydration,Dehydration_overview.html,,,,
NHS,"Delirium, see Sudden confusion (delirium)",https://www.nhs.uk/conditions/confusion/,Sudden confusion (delirium),"Delirium, see Sudden confusion (delirium)_overview.html",,,,
NHS,"Dementia (frontotemporal), see Frontotemporal dementia",https://www.nhs.uk/conditions/frontotemporal-dementia/,Frontotemporal dementia,"Dementia (frontotemporal), see Frontotemporal dementia_overview.html","Dementia (frontotemporal), see Frontotemporal dementia_treatment.html",https://www.nhs.uk/conditions/frontotemporal-dementia/treatment/,,
NHS,"Dementia (vascular), see Vascular dementia",https://www.nhs.uk/conditions/vascular-dementia/,Vascular dementia,"Dementia (vascular), see Vascular dementia_overview.html","Dementia (vascular), see Vascular dementia_treatment.html",https://www.nhs.uk/conditions/vascular-dementia/treatment/,,
NHS,Dementia with Lewy bodies,https://www.nhs.uk/conditions/dementia-with-lewy-bodies/,Dementia with Lewy bodies,Dementia with Lewy bodies_overview.html,Dementia with Lewy bodies_treatment.html,https://www.nhs.uk/conditions/dementia-with-lewy-bodies/treatment/,,
NHS,Dengue,https://www.nhs.uk/conditions/dengue/,Dengue,Dengue_overview.html,,,,
NHS,Dental abscess,https://www.nhs.uk/conditions/dental-abscess/,Dental abscess,Dental abscess_overview.html,,,,
NHS,"Dental pain, see Toothache",https://www.nhs.uk/conditions/toothache/,Toothache,"Dental pain, see Toothache_overview.html",,,,
NHS,Dentures (false teeth),https://www.nhs.uk/conditions/dentures/,Dentures (false teeth),Dentures (false teeth)_overview.html,,,,
NHS,"Depression, see Clinical depression",https://www.nhs.uk/conditions/clinical-depression/,Overview - Clinical depression,"Depression, see Clinical depression_overview.html",,,,
NHS,Detached retina (retinal detachment),https://www.nhs.uk/conditions/detached-retina-retinal-detachment/,Detached retina (retinal detachment),Detached retina (retinal detachment)_overview.html,,,,
NHS,Developmental co-ordination disorder (dyspraxia) in children,https://www.nhs.uk/conditions/developmental-coordination-disorder-dyspraxia/,Developmental co-ordination disorder (dyspraxia) in children,Developmental co-ordination disorder (dyspraxia) in children_overview.html,Developmental co-ordination disorder (dyspraxia) in children_treatment.html,https://www.nhs.uk/conditions/developmental-coordination-disorder-dyspraxia/treatment/,,
NHS,Developmental dysplasia of the hip,https://www.nhs.uk/conditions/developmental-dysplasia-of-the-hip/,Developmental dysplasia of the hip,Developmental dysplasia of the hip_overview.html,,,,
NHS,"DEXA scan, see Bone density scan (DEXA scan)",https://www.nhs.uk/conditions/dexa-scan/,Bone density scan (DEXA scan),"DEXA scan, see Bone density scan (DEXA scan)_overview.html",,,,
NHS,Diabetes,https://www.nhs.uk/conditions/diabetes/,Diabetes,Diabetes_overview.html,,,,
NHS,"Diabetes (type 1), see Type 1 diabetes",https://www.nhs.uk/conditions/type-1-diabetes/,Additional links to review,"Diabetes (type 1), see Type 1 diabetes_overview.html",,,,
NHS,"Diabetes (type 2), see Type 2 diabetes",https://www.nhs.uk/conditions/type-2-diabetes/,Type 2 diabetes,"Diabetes (type 2), see Type 2 diabetes_overview.html",,,,
NHS,"Diabetes in pregnancy, see Gestational diabetes",https://www.nhs.uk/conditions/gestational-diabetes/,Gestational diabetes,"Diabetes in pregnancy, see Gestational diabetes_overview.html","Diabetes in pregnancy, see Gestational diabetes_treatment.html",https://www.nhs.uk/conditions/gestational-diabetes/treatment/,,
NHS,Diabetes insipidus,https://www.nhs.uk/conditions/diabetes-insipidus/,Diabetes insipidus,Diabetes insipidus_overview.html,Diabetes insipidus_treatment.html,https://www.nhs.uk/conditions/diabetes-insipidus/treatment/,,
NHS,Diabetic eye screening,https://www.nhs.uk/conditions/diabetic-eye-screening/,Diabetic eye screening,Diabetic eye screening_overview.html,,,,
NHS,Diabetic ketoacidosis,https://www.nhs.uk/conditions/diabetic-ketoacidosis/,Diabetic ketoacidosis,Diabetic ketoacidosis_overview.html,,,,
NHS,Diabetic retinopathy,https://www.nhs.uk/conditions/diabetic-retinopathy/,Diabetic retinopathy,Diabetic retinopathy_overview.html,Diabetic retinopathy_treatment.html,https://www.nhs.uk/conditions/diabetic-retinopathy/treatment/,,
NHS,Dialysis,https://www.nhs.uk/conditions/dialysis/,Dialysis,Dialysis_overview.html,,,,
NHS,"Diarrhoea, see Diarrhoea and vomiting",https://www.nhs.uk/conditions/diarrhoea-and-vomiting/,Diarrhoea and vomiting,"Diarrhoea, see Diarrhoea and vomiting_overview.html",,,,
NHS,Diarrhoea and vomiting,https://www.nhs.uk/conditions/diarrhoea-and-vomiting/,Diarrhoea and vomiting,Diarrhoea and vomiting_overview.html,,,,
NHS,Differences in sex development,https://www.nhs.uk/conditions/differences-in-sex-development/,Differences in sex development,Differences in sex development_overview.html,,,,
NHS,DiGeorge syndrome (22q11 deletion),https://www.nhs.uk/conditions/digeorge-syndrome/,DiGeorge syndrome (22q11 deletion),DiGeorge syndrome (22q11 deletion)_overview.html,,,,
NHS,Diphtheria,https://www.nhs.uk/conditions/diphtheria/,Diphtheria,Diphtheria_overview.html,,,,
NHS,Discoid eczema,https://www.nhs.uk/conditions/discoid-eczema/,Discoid eczema,Discoid eczema_overview.html,Discoid eczema_treatment.html,https://www.nhs.uk/conditions/discoid-eczema/treatment/,,
NHS,Dislocated kneecap,https://www.nhs.uk/conditions/dislocated-kneecap/,Dislocated kneecap,Dislocated kneecap_overview.html,,,,
NHS,Dislocated shoulder,https://www.nhs.uk/conditions/dislocated-shoulder/,Dislocated shoulder,Dislocated shoulder_overview.html,,,,
NHS,Disorders of consciousness,https://www.nhs.uk/conditions/disorders-of-consciousness/,Disorders of consciousness,Disorders of consciousness_overview.html,,,,
NHS,Dissociative disorders,https://www.nhs.uk/conditions/dissociative-disorders/,Dissociative disorders,Dissociative disorders_overview.html,,,,
NHS,Diverticular disease and diverticulitis,https://www.nhs.uk/conditions/diverticular-disease-and-diverticulitis/,Diverticular disease and diverticulitis,Diverticular disease and diverticulitis_overview.html,,,,
NHS,Dizziness,https://www.nhs.uk/conditions/dizziness/,Dizziness,Dizziness_overview.html,,,,
NHS,Do not attempt cardiopulmonary resuscitation (DNACPR) decisions,https://www.nhs.uk/conditions/do-not-attempt-cardiopulmonary-resuscitation-dnacpr-decisions/,Do not attempt cardiopulmonary resuscitation (DNACPR) decisions,Do not attempt cardiopulmonary resuscitation (DNACPR) decisions_overview.html,,,,
NHS,Double vision,https://www.nhs.uk/conditions/double-vision/,Double vision,Double vision_overview.html,,,,
NHS,Down's syndrome,https://www.nhs.uk/conditions/downs-syndrome/,Down's syndrome,Down's syndrome_overview.html,,,,
NHS,Dry eyes,https://www.nhs.uk/conditions/dry-eyes/,Dry eyes,Dry eyes_overview.html,,,,
NHS,"Dry lips, see Sore or dry lips",https://www.nhs.uk/conditions/sore-or-dry-lips/,Sore or dry lips,"Dry lips, see Sore or dry lips_overview.html",,,,
NHS,Dry mouth,https://www.nhs.uk/conditions/dry-mouth/,Dry mouth,Dry mouth_overview.html,,,,
NHS,Dupuytren's contracture,https://www.nhs.uk/conditions/dupuytrens-contracture/,Dupuytren's contracture,Dupuytren's contracture_overview.html,,,,
NHS,"DVT, see DVT (deep vein thrombosis)",https://www.nhs.uk/conditions/deep-vein-thrombosis-dvt/,DVT (deep vein thrombosis),"DVT, see DVT (deep vein thrombosis)_overview.html",,,,
NHS,DVT (deep vein thrombosis),https://www.nhs.uk/conditions/deep-vein-thrombosis-dvt/,DVT (deep vein thrombosis),DVT (deep vein thrombosis)_overview.html,,,,
NHS,"Dwarfism, see Restricted growth (dwarfism)",https://www.nhs.uk/conditions/restricted-growth/,Restricted growth (dwarfism),"Dwarfism, see Restricted growth (dwarfism)_overview.html","Dwarfism, see Restricted growth (dwarfism)_treatment.html",https://www.nhs.uk/conditions/restricted-growth/treatment/,,
NHS,Dysarthria (difficulty speaking),https://www.nhs.uk/conditions/dysarthria/,Dysarthria (difficulty speaking),Dysarthria (difficulty speaking)_overview.html,,,,
NHS,Dysentery,https://www.nhs.uk/conditions/dysentery/,Dysentery,Dysentery_overview.html,,,,
NHS,Dyslexia,https://www.nhs.uk/conditions/dyslexia/,Dyslexia,Dyslexia_overview.html,,,,
NHS,Dysphagia (swallowing problems),https://www.nhs.uk/conditions/swallowing-problems-dysphagia/,Dysphagia (swallowing problems),Dysphagia (swallowing problems)_overview.html,Dysphagia (swallowing problems)_treatment.html,https://www.nhs.uk/conditions/swallowing-problems-dysphagia/treatment/,,
NHS,Dyspraxia (developmental co-ordination disorder) in adults,https://www.nhs.uk/conditions/developmental-coordination-disorder-dyspraxia-in-adults/,Dyspraxia (developmental co-ordination disorder) in adults,Dyspraxia (developmental co-ordination disorder) in adults_overview.html,,,,
NHS,"Dyspraxia in children, see Developmental co-ordination disorder (dyspraxia) in children",https://www.nhs.uk/conditions/developmental-coordination-disorder-dyspraxia/,Developmental co-ordination disorder (dyspraxia) in children,"Dyspraxia in children, see Developmental co-ordination disorder (dyspraxia) in children_overview.html","Dyspraxia in children, see Developmental co-ordination disorder (dyspraxia) in children_treatment.html",https://www.nhs.uk/conditions/developmental-coordination-disorder-dyspraxia/treatment/,,
NHS,Dystonia,https://www.nhs.uk/conditions/dystonia/,Dystonia,Dystonia_overview.html,,,,
NHS,Ear infections,https://www.nhs.uk/conditions/ear-infections/,Ear infections,Ear infections_overview.html,,,,
NHS,Earache,https://www.nhs.uk/conditions/earache/,Earache,Earache_overview.html,,,,
NHS,"Eardrum (burst), see Perforated eardrum",https://www.nhs.uk/conditions/perforated-eardrum/,Perforated eardrum,"Eardrum (burst), see Perforated eardrum_overview.html",,,,
NHS,Early menopause,https://www.nhs.uk/conditions/early-menopause/,Early menopause,Early menopause_overview.html,,,,
NHS,Early or delayed puberty,https://www.nhs.uk/conditions/early-or-delayed-puberty/,Early or delayed puberty,Early or delayed puberty_overview.html,,,,
NHS,Earwax build-up,https://www.nhs.uk/conditions/earwax-build-up/,Earwax build-up,Earwax build-up_overview.html,,,,
NHS,Eating disorders,https://www.nhs.uk/conditions/eating-disorders/,Overview – Eating disorders,Eating disorders_overview.html,,,,
NHS,Ebola virus disease,https://www.nhs.uk/conditions/ebola/,Ebola virus disease,Ebola virus disease_overview.html,,,,
NHS,Echocardiogram,https://www.nhs.uk/conditions/echocardiogram/,Echocardiogram,Echocardiogram_overview.html,,,,
NHS,"Ectopic beats, see Heart palpitations and ectopic beats",https://www.nhs.uk/conditions/heart-palpitations/,Heart palpitations and ectopic beats,"Ectopic beats, see Heart palpitations and ectopic beats_overview.html",,,,
NHS,Ectopic pregnancy,https://www.nhs.uk/conditions/ectopic-pregnancy/,Ectopic pregnancy,Ectopic pregnancy_overview.html,Ectopic pregnancy_treatment.html,https://www.nhs.uk/conditions/ectopic-pregnancy/treatment/,,
NHS,Ectropion,https://www.nhs.uk/conditions/ectropion/,Ectropion,Ectropion_overview.html,,,,
NHS,"Eczema (atopic), see Atopic eczema",https://www.nhs.uk/conditions/atopic-eczema/,Atopic eczema,"Eczema (atopic), see Atopic eczema_overview.html","Eczema (atopic), see Atopic eczema_treatment.html",https://www.nhs.uk/conditions/atopic-eczema/treatment/,,
NHS,"Eczema (contact dermatitis), see Contact dermatitis",https://www.nhs.uk/conditions/contact-dermatitis/,Contact dermatitis,"Eczema (contact dermatitis), see Contact dermatitis_overview.html","Eczema (contact dermatitis), see Contact dermatitis_treatment.html",https://www.nhs.uk/conditions/contact-dermatitis/treatment/,,
NHS,"Eczema (discoid), see Discoid eczema",https://www.nhs.uk/conditions/discoid-eczema/,Discoid eczema,"Eczema (discoid), see Discoid eczema_overview.html","Eczema (discoid), see Discoid eczema_treatment.html",https://www.nhs.uk/conditions/discoid-eczema/treatment/,,
NHS,"Eczema (varicose), see Varicose eczema",https://www.nhs.uk/conditions/varicose-eczema/,Varicose eczema,"Eczema (varicose), see Varicose eczema_overview.html","Eczema (varicose), see Varicose eczema_treatment.html",https://www.nhs.uk/conditions/varicose-eczema/treatment/,,
NHS,Edwards' syndrome (trisomy 18),https://www.nhs.uk/conditions/edwards-syndrome/,Edwards' syndrome (trisomy 18),Edwards' syndrome (trisomy 18)_overview.html,,,,
NHS,Ehlers-Danlos syndromes,https://www.nhs.uk/conditions/ehlers-danlos-syndromes/,Ehlers-Danlos syndromes,Ehlers-Danlos syndromes_overview.html,,,,
NHS,Ejaculation problems,https://www.nhs.uk/conditions/ejaculation-problems/,Ejaculation problems,Ejaculation problems_overview.html,,,,
NHS,Elbow and arm pain,https://www.nhs.uk/conditions/elbow-and-arm-pain/,Elbow and arm pain,Elbow and arm pain_overview.html,,,,
NHS,Electrocardiogram (ECG),https://www.nhs.uk/conditions/electrocardiogram/,Electrocardiogram (ECG),Electrocardiogram (ECG)_overview.html,,,,
NHS,Electroencephalogram (EEG),https://www.nhs.uk/conditions/electroencephalogram/,Electroencephalogram (EEG),Electroencephalogram (EEG)_overview.html,,,,
NHS,Electrolyte test,https://www.nhs.uk/conditions/electrolyte-test/,Electrolyte test,Electrolyte test_overview.html,,,,
NHS,Embolism,https://www.nhs.uk/conditions/embolism/,Embolism,Embolism_overview.html,,,,
NHS,Emollients,https://www.nhs.uk/conditions/emollients/,Emollients,Emollients_overview.html,,,,
NHS,Empyema,https://www.nhs.uk/conditions/empyema/,Empyema,Empyema_overview.html,,,,
NHS,Encephalitis,https://www.nhs.uk/conditions/encephalitis/,Encephalitis,Encephalitis_overview.html,Encephalitis_treatment.html,https://www.nhs.uk/conditions/encephalitis/treatment/,,
NHS,Endocarditis,https://www.nhs.uk/conditions/endocarditis/,Endocarditis,Endocarditis_overview.html,Endocarditis_treatment.html,https://www.nhs.uk/conditions/endocarditis/treatment/,,
NHS,"Endometrial cancer, see Womb (uterus) cancer",https://www.nhs.uk/conditions/womb-cancer/,Womb (uterus) cancer,"Endometrial cancer, see Womb (uterus) cancer_overview.html","Endometrial cancer, see Womb (uterus) cancer_treatment.html",https://www.nhs.uk/conditions/womb-cancer/treatment/,,
NHS,Endometriosis,https://www.nhs.uk/conditions/endometriosis/,Endometriosis,Endometriosis_overview.html,Endometriosis_treatment.html,https://www.nhs.uk/conditions/endometriosis/treatment/,,
NHS,Endoscopy,https://www.nhs.uk/conditions/endoscopy/,Endoscopy,Endoscopy_overview.html,,,,
NHS,Enhanced recovery,https://www.nhs.uk/conditions/enhanced-recovery/,Enhanced recovery,Enhanced recovery_overview.html,,,,
NHS,Epidermolysis bullosa,https://www.nhs.uk/conditions/epidermolysis-bullosa/,Epidermolysis bullosa,Epidermolysis bullosa_overview.html,Epidermolysis bullosa_treatment.html,https://www.nhs.uk/conditions/epidermolysis-bullosa/treatment/,,
NHS,Epididymitis,https://www.nhs.uk/conditions/epididymitis/,Epididymitis,Epididymitis_overview.html,,,,
NHS,Epidural,https://www.nhs.uk/conditions/epidural/,Epidural,Epidural_overview.html,,,,
NHS,Epiglottitis,https://www.nhs.uk/conditions/epiglottitis/,Epiglottitis,Epiglottitis_overview.html,,,,
NHS,Epilepsy,https://www.nhs.uk/conditions/epilepsy/,Epilepsy,Epilepsy_overview.html,Epilepsy_treatment.html,https://www.nhs.uk/conditions/epilepsy/treatment/,,
NHS,Erectile dysfunction (impotence),https://www.nhs.uk/conditions/erection-problems-erectile-dysfunction/,Erectile dysfunction (impotence),Erectile dysfunction (impotence)_overview.html,,,,
NHS,Erythema multiforme,https://www.nhs.uk/conditions/erythema-multiforme/,Erythema multiforme,Erythema multiforme_overview.html,,,,
NHS,Erythema nodosum,https://www.nhs.uk/conditions/erythema-nodosum/,Erythema nodosum,Erythema nodosum_overview.html,,,,
NHS,Erythromelalgia,https://www.nhs.uk/conditions/erythromelalgia/,Erythromelalgia,Erythromelalgia_overview.html,,,,
NHS,"Essential tremor, see Tremor or shaking hands",https://www.nhs.uk/conditions/tremor-or-shaking-hands/,Tremor or shaking hands,"Essential tremor, see Tremor or shaking hands_overview.html",,,,
NHS,Euthanasia and assisted suicide,https://www.nhs.uk/conditions/euthanasia-and-assisted-suicide/,Euthanasia and assisted suicide,Euthanasia and assisted suicide_overview.html,,,,
NHS,Ewing sarcoma,https://www.nhs.uk/conditions/ewing-sarcoma/,Ewing sarcoma,Ewing sarcoma_overview.html,,,,
NHS,Excessive hair growth (hirsutism),https://www.nhs.uk/conditions/hirsutism/,Excessive hair growth (hirsutism),Excessive hair growth (hirsutism)_overview.html,,,,
NHS,Excessive thirst,https://www.nhs.uk/conditions/thirst/,Excessive thirst,Excessive thirst_overview.html,,,,
NHS,Exophthalmos (bulging eyes),https://www.nhs.uk/conditions/bulging-eyes/,Exophthalmos (bulging eyes),Exophthalmos (bulging eyes)_overview.html,Exophthalmos (bulging eyes)_treatment.html,https://www.nhs.uk/conditions/bulging-eyes/treatment/,,
NHS,Eye cancer,https://www.nhs.uk/conditions/eye-cancer/,Eye cancer,Eye cancer_overview.html,,,,
NHS,"Eye floaters, see Floaters and flashes in the eyes",https://www.nhs.uk/conditions/floaters-and-flashes-in-the-eyes/,Floaters and flashes in the eyes,"Eye floaters, see Floaters and flashes in the eyes_overview.html",,,,
NHS,"Eye infection (herpes), see Herpes simplex eye infections",https://www.nhs.uk/conditions/herpes-simplex-eye-infections/,Herpes simplex eye infections,"Eye infection (herpes), see Herpes simplex eye infections_overview.html",,,,
NHS,Eye injuries,https://www.nhs.uk/conditions/eye-injuries/,Eye injuries,Eye injuries_overview.html,,,,
NHS,Eye tests for children,https://www.nhs.uk/conditions/eye-tests-in-children/,Eye tests for children,Eye tests for children_overview.html,,,,
NHS,Eyelid problems,https://www.nhs.uk/conditions/eyelid-problems/,Eyelid problems,Eyelid problems_overview.html,,,,
NHS,Fabricated or induced illness,https://www.nhs.uk/conditions/fabricated-or-induced-illness/,Overview - Fabricated or induced illness,Fabricated or induced illness_overview.html,,,,
NHS,"Face blindness, see Prosopagnosia (face blindness)",https://www.nhs.uk/conditions/face-blindness/,Prosopagnosia (face blindness),"Face blindness, see Prosopagnosia (face blindness)_overview.html",,,,
NHS,Fainting,https://www.nhs.uk/conditions/fainting/,Fainting,Fainting_overview.html,,,,
NHS,Falls,https://www.nhs.uk/conditions/falls/,Falls,Falls_overview.html,,,,
NHS,Farting (flatulence),https://www.nhs.uk/conditions/flatulence/,Farting (flatulence),Farting (flatulence)_overview.html,,,,
NHS,Febrile seizures,https://www.nhs.uk/conditions/febrile-seizures/,Febrile seizures,Febrile seizures_overview.html,,,,
NHS,Feeling sick (nausea),https://www.nhs.uk/conditions/feeling-sick-nausea/,Feeling sick (nausea),Feeling sick (nausea)_overview.html,,,,
NHS,Female genital mutilation (FGM),https://www.nhs.uk/conditions/female-genital-mutilation-fgm/,Female genital mutilation (FGM),Female genital mutilation (FGM)_overview.html,,,,
NHS,Femoral hernia repair,https://www.nhs.uk/conditions/femoral-hernia-repair/,Femoral hernia repair,Femoral hernia repair_overview.html,,Femoral hernia repair_recovery.html,https://www.nhs.uk/conditions/femoral-hernia-repair/recovery/,
NHS,"Fever in adults, see High temperature (fever) in adults",https://www.nhs.uk/conditions/fever-in-adults/,High temperature (fever) in adults,"Fever in adults, see High temperature (fever) in adults_overview.html",,,,
NHS,"Fever in children, see High temperature (fever) in children",https://www.nhs.uk/conditions/fever-in-children/,High temperature (fever) in children,"Fever in children, see High temperature (fever) in children_overview.html",,,,
NHS,Fibroids,https://www.nhs.uk/conditions/fibroids/,Fibroids,Fibroids_overview.html,Fibroids_treatment.html,https://www.nhs.uk/conditions/fibroids/treatment/,,
NHS,Fibromyalgia,https://www.nhs.uk/conditions/fibromyalgia/,Fibromyalgia,Fibromyalgia_overview.html,Fibromyalgia_treatment.html,https://www.nhs.uk/conditions/fibromyalgia/treatment/,,
NHS,First aid,https://www.nhs.uk/conditions/first-aid/,First aid,First aid_overview.html,,,,
NHS,"Fits (children with fever), see Febrile seizures",https://www.nhs.uk/conditions/febrile-seizures/,Febrile seizures,"Fits (children with fever), see Febrile seizures_overview.html",,,,
NHS,"Fits (seizures), see What to do if someone has a seizure (fit)",https://www.nhs.uk/conditions/what-to-do-if-someone-has-a-seizure-fit/,What to do if someone has a seizure (fit),"Fits (seizures), see What to do if someone has a seizure (fit)_overview.html",,,,
NHS,Flat feet,https://www.nhs.uk/conditions/flat-feet/,Flat feet,Flat feet_overview.html,,,,
NHS,"Flat head syndrome, see Plagiocephaly and brachycephaly (flat head syndrome)",https://www.nhs.uk/conditions/plagiocephaly-brachycephaly/,Plagiocephaly and brachycephaly (flat head syndrome),"Flat head syndrome, see Plagiocephaly and brachycephaly (flat head syndrome)_overview.html",,,,
NHS,"Flatulence, see Farting (flatulence)",https://www.nhs.uk/conditions/flatulence/,Farting (flatulence),"Flatulence, see Farting (flatulence)_overview.html",,,,
NHS,Floaters and flashes in the eyes,https://www.nhs.uk/conditions/floaters-and-flashes-in-the-eyes/,Floaters and flashes in the eyes,Floaters and flashes in the eyes_overview.html,,,,
NHS,Flu,https://www.nhs.uk/conditions/flu/,Flu,Flu_overview.html,,,,
NHS,Fluoride,https://www.nhs.uk/conditions/fluoride/,Fluoride,Fluoride_overview.html,,,,
NHS,Foetal alcohol syndrome,https://www.nhs.uk/conditions/foetal-alcohol-syndrome/,Foetal alcohol syndrome,Foetal alcohol syndrome_overview.html,,,,
NHS,Food allergy,https://www.nhs.uk/conditions/food-allergy/,Food allergy,Food allergy_overview.html,Food allergy_treatment.html,https://www.nhs.uk/conditions/food-allergy/treatment/,,
NHS,Food colours and hyperactivity,https://www.nhs.uk/conditions/food-colours-and-hyperactivity/,Food colours and hyperactivity,Food colours and hyperactivity_overview.html,,,,
NHS,Food intolerance,https://www.nhs.uk/conditions/food-intolerance/,Food intolerance,Food intolerance_overview.html,,,,
NHS,Food poisoning,https://www.nhs.uk/conditions/food-poisoning/,Food poisoning,Food poisoning_overview.html,,,,
NHS,Foot drop,https://www.nhs.uk/conditions/foot-drop/,Foot drop,Foot drop_overview.html,,,,
NHS,Foot pain,https://www.nhs.uk/conditions/foot-pain/,Additional links to review,Foot pain_overview.html,,,,
NHS,"Foreskin problems, see Tight foreskin (phimosis and paraphimosis)",https://www.nhs.uk/conditions/phimosis/,Tight foreskin (phimosis and paraphimosis),"Foreskin problems, see Tight foreskin (phimosis and paraphimosis)_overview.html",,,,
NHS,Frontotemporal dementia,https://www.nhs.uk/conditions/frontotemporal-dementia/,Frontotemporal dementia,Frontotemporal dementia_overview.html,Frontotemporal dementia_treatment.html,https://www.nhs.uk/conditions/frontotemporal-dementia/treatment/,,
NHS,Frostbite,https://www.nhs.uk/conditions/frostbite/,Frostbite,Frostbite_overview.html,Frostbite_treatment.html,https://www.nhs.uk/conditions/frostbite/treatment/,,
NHS,Frozen shoulder,https://www.nhs.uk/conditions/frozen-shoulder/,Frozen shoulder,Frozen shoulder_overview.html,,,,
NHS,"Functional neurological disorder, see Medically unexplained symptoms",https://www.nhs.uk/conditions/medically-unexplained-symptoms/,Medically unexplained symptoms,"Functional neurological disorder, see Medically unexplained symptoms_overview.html",,,,
NHS,Fungal nail infection,https://www.nhs.uk/conditions/fungal-nail-infection/,Fungal nail infection,Fungal nail infection_overview.html,,,,
NHS,Gallbladder cancer,https://www.nhs.uk/conditions/gallbladder-cancer/,Gallbladder cancer,Gallbladder cancer_overview.html,Gallbladder cancer_treatment.html,https://www.nhs.uk/conditions/gallbladder-cancer/treatment/,,
NHS,"Gallbladder pain, see Acute cholecystitis",https://www.nhs.uk/conditions/acute-cholecystitis/,Acute cholecystitis,"Gallbladder pain, see Acute cholecystitis_overview.html",,,,
NHS,Gallbladder removal,https://www.nhs.uk/conditions/gallbladder-removal/,Gallbladder removal,Gallbladder removal_overview.html,,Gallbladder removal_recovery.html,https://www.nhs.uk/conditions/gallbladder-removal/recovery/,
NHS,Gallstones,https://www.nhs.uk/conditions/gallstones/,Gallstones,Gallstones_overview.html,Gallstones_treatment.html,https://www.nhs.uk/conditions/gallstones/treatment/,,
NHS,Ganglion cyst,https://www.nhs.uk/conditions/ganglion/,Ganglion cyst,Ganglion cyst_overview.html,,,,
