fileName,source,conditionName,type,url,alternativeName,altNames
MAYO_Cold urticaria_treatment.json,MAYO,Cold urticaria,treatment.json,https://www.mayoclinic.org/diseases-conditions/cold-urticaria/symptoms-causes/syc-20371046,Cold allergy,
MAYO_Cold urticaria_overview.json,MAYO,Cold urticaria,overview.json,https://www.mayoclinic.org/diseases-conditions/cold-urticaria/symptoms-causes/syc-20371046,Cold allergy,
MAYO_Colectomy_overview.json,MAYO,Colectomy,overview.json,https://www.mayoclinic.org/tests-procedures/colectomy/about/pac-20384631,,
MAYO_Colic_treatment.json,MAYO,Colic,treatment.json,https://www.mayoclinic.org/diseases-conditions/colic/symptoms-causes/syc-20371074,,
MAYO_Colic_overview.json,MAYO,Colic,overview.json,https://www.mayoclinic.org/diseases-conditions/colic/symptoms-causes/syc-20371074,,
NHS_Colic_overview.json,NHS,Colic,overview.json,https://www.nhs.uk/conditions/colic/,,
MAYO_Colon cancer_overview.json,MAYO,Colon cancer,overview.json,https://www.mayoclinic.org/diseases-conditions/colon-cancer/symptoms-causes/syc-20353669,"Cancer, colon",
MAYO_Colon cancer_treatment.json,MAYO,Colon cancer,treatment.json,https://www.mayoclinic.org/diseases-conditions/colon-cancer/symptoms-causes/syc-20353669,"Cancer, colon",
MAYO_Colon polyps_treatment.json,MAYO,Colon polyps,treatment.json,https://www.mayoclinic.org/diseases-conditions/colon-polyps/symptoms-causes/syc-20352875,,
MAYO_Colon polyps_overview.json,MAYO,Colon polyps,overview.json,https://www.mayoclinic.org/diseases-conditions/colon-polyps/symptoms-causes/syc-20352875,,
NHS_Colonoscopy_overview.json,NHS,Colonoscopy,overview.json,https://www.nhs.uk/conditions/colonoscopy/,,
MAYO_Color blindness_overview.json,MAYO,Color blindness,overview.json,https://www.mayoclinic.org/diseases-conditions/poor-color-vision/symptoms-causes/syc-20354988,,
MAYO_Color blindness_treatment.json,MAYO,Color blindness,treatment.json,https://www.mayoclinic.org/diseases-conditions/poor-color-vision/symptoms-causes/syc-20354988,,
NHS_Colostomy_overview.json,NHS,Colostomy,overview.json,https://www.nhs.uk/conditions/colostomy/,,
NHS_Colour vision deficiency (colour blindness)_overview.json,NHS,Colour vision deficiency (colour blindness),overview.json,https://www.nhs.uk/conditions/colour-vision-deficiency/,,
NHS_Colposcopy_overview.json,NHS,Colposcopy,overview.json,https://www.nhs.uk/conditions/colposcopy/,,
NHS_Coma_overview.json,NHS,Coma,overview.json,https://www.nhs.uk/conditions/coma/,,
MAYO_Coma_treatment.json,MAYO,Coma,treatment.json,https://www.mayoclinic.org/diseases-conditions/coma/symptoms-causes/syc-20371099,,
MAYO_Coma_overview.json,MAYO,Coma,overview.json,https://www.mayoclinic.org/diseases-conditions/coma/symptoms-causes/syc-20371099,,
NHS_Common cold_overview.json,NHS,Common cold,overview.json,https://www.nhs.uk/conditions/common-cold/,,
MAYO_Common cold_treatment.json,MAYO,Common cold,treatment.json,https://www.mayoclinic.org/diseases-conditions/common-cold/symptoms-causes/syc-20351605,"Cold, common",
MAYO_Common cold_overview.json,MAYO,Common cold,overview.json,https://www.mayoclinic.org/diseases-conditions/common-cold/symptoms-causes/syc-20351605,"Cold, common",
MAYO_Common cold in babies_overview.json,MAYO,Common cold in babies,overview.json,https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/symptoms-causes/syc-20351651,,
MAYO_Common cold in babies_treatment.json,MAYO,Common cold in babies,treatment.json,https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/symptoms-causes/syc-20351651,,
MAYO_Common variable immunodeficiency_overview.json,MAYO,Common variable immunodeficiency,overview.json,https://www.mayoclinic.org/diseases-conditions/common-variable-immunodeficiency/symptoms-causes/syc-20355821,,
MAYO_Common warts_overview.json,MAYO,Common warts,overview.json,https://www.mayoclinic.org/diseases-conditions/common-warts/symptoms-causes/syc-20371125,,
MAYO_Common warts_treatment.json,MAYO,Common warts,treatment.json,https://www.mayoclinic.org/diseases-conditions/common-warts/symptoms-causes/syc-20371125,,
NHS_Compartment syndrome_overview.json,NHS,Compartment syndrome,overview.json,https://www.nhs.uk/conditions/compartment-syndrome/,,
NHS_Complementary and alternative medicine_overview.json,NHS,Complementary and alternative medicine,overview.json,https://www.nhs.uk/conditions/complementary-and-alternative-medicine/,,
MAYO_Complex regional pain syndrome_treatment.json,MAYO,Complex regional pain syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/crps-complex-regional-pain-syndrome/symptoms-causes/syc-20371151,,
NHS_Complex regional pain syndrome_overview.json,NHS,Complex regional pain syndrome,overview.json,https://www.nhs.uk/conditions/complex-regional-pain-syndrome/,,
NHS_Complex regional pain syndrome_treatment.json,NHS,Complex regional pain syndrome,treatment.json,https://www.nhs.uk/conditions/complex-regional-pain-syndrome/,,
MAYO_Complex regional pain syndrome_overview.json,MAYO,Complex regional pain syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/crps-complex-regional-pain-syndrome/symptoms-causes/syc-20371151,,
MAYO_Complicated grief_overview.json,MAYO,Complicated grief,overview.json,https://www.mayoclinic.org/diseases-conditions/complicated-grief/symptoms-causes/syc-20360374,Complicated bereavement,
MAYO_Complicated grief_treatment.json,MAYO,Complicated grief,treatment.json,https://www.mayoclinic.org/diseases-conditions/complicated-grief/symptoms-causes/syc-20360374,Complicated bereavement,
MAYO_Compulsive gambling_overview.json,MAYO,Compulsive gambling,overview.json,https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/symptoms-causes/syc-20355178,"Addiction, gambling",
MAYO_Compulsive gambling_treatment.json,MAYO,Compulsive gambling,treatment.json,https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/symptoms-causes/syc-20355178,"Addiction, gambling",
MAYO_Compulsive sexual behavior_overview.json,MAYO,Compulsive sexual behavior,overview.json,https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434,,
MAYO_Compulsive sexual behavior_treatment.json,MAYO,Compulsive sexual behavior,treatment.json,https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434,,
MAYO_Concussion_treatment.json,MAYO,Concussion,treatment.json,https://www.mayoclinic.org/diseases-conditions/concussion/symptoms-causes/syc-20355594,,
NHS_Concussion_overview.json,NHS,Concussion,overview.json,https://www.nhs.uk/conditions/concussion/,,
MAYO_Concussion_overview.json,MAYO,Concussion,overview.json,https://www.mayoclinic.org/diseases-conditions/concussion/symptoms-causes/syc-20355594,,
MAYO_Congenital adrenal hyperplasia_overview.json,MAYO,Congenital adrenal hyperplasia,overview.json,https://www.mayoclinic.org/diseases-conditions/congenital-adrenal-hyperplasia/symptoms-causes/syc-20355205,,
MAYO_Congenital adrenal hyperplasia_treatment.json,MAYO,Congenital adrenal hyperplasia,treatment.json,https://www.mayoclinic.org/diseases-conditions/congenital-adrenal-hyperplasia/symptoms-causes/syc-20355205,,
MAYO_Congenital heart defects in children_treatment.json,MAYO,Congenital heart defects in children,treatment.json,https://www.mayoclinic.org/diseases-conditions/congenital-heart-defects-children/symptoms-causes/syc-20350074,,
MAYO_Congenital heart defects in children_overview.json,MAYO,Congenital heart defects in children,overview.json,https://www.mayoclinic.org/diseases-conditions/congenital-heart-defects-children/symptoms-causes/syc-20350074,,
NHS_Congenital heart disease_treatment.json,NHS,Congenital heart disease,treatment.json,https://www.nhs.uk/conditions/congenital-heart-disease/,,
NHS_Congenital heart disease_overview.json,NHS,Congenital heart disease,overview.json,https://www.nhs.uk/conditions/congenital-heart-disease/,,
MAYO_Congenital heart disease in adults_overview.json,MAYO,Congenital heart disease in adults,overview.json,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456,,
MAYO_Congenital heart disease in adults_treatment.json,MAYO,Congenital heart disease in adults,treatment.json,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456,,
MAYO_Congenital mitral valve anomalies_overview.json,MAYO,Congenital mitral valve anomalies,overview.json,https://www.mayoclinic.org/diseases-conditions/congenital-mitral-valve-anomalies/cdc-20385802,,
MAYO_Congenital mitral valve anomalies_treatment.json,MAYO,Congenital mitral valve anomalies,treatment.json,https://www.mayoclinic.org/diseases-conditions/congenital-mitral-valve-anomalies/cdc-20385802,,
MAYO_Congenital myasthenic syndromes_overview.json,MAYO,Congenital myasthenic syndromes,overview.json,https://www.mayoclinic.org/diseases-conditions/congenital-myasthenic-syndrome/symptoms-causes/syc-20354754,,
MAYO_Congenital myopathies_overview.json,MAYO,Congenital myopathies,overview.json,https://www.mayoclinic.org/diseases-conditions/congenital-myopathy/symptoms-causes/syc-20355695,,
MAYO_Congenital myopathies_treatment.json,MAYO,Congenital myopathies,treatment.json,https://www.mayoclinic.org/diseases-conditions/congenital-myopathy/symptoms-causes/syc-20355695,,
MAYO_Conjoined twins_treatment.json,MAYO,Conjoined twins,treatment.json,https://www.mayoclinic.org/diseases-conditions/conjoined-twins/symptoms-causes/syc-20353910,,
MAYO_Conjoined twins_overview.json,MAYO,Conjoined twins,overview.json,https://www.mayoclinic.org/diseases-conditions/conjoined-twins/symptoms-causes/syc-20353910,,
NHS_Conjunctivitis_overview.json,NHS,Conjunctivitis,overview.json,https://www.nhs.uk/conditions/conjunctivitis/,,
NHS_Consent to treatment_overview.json,NHS,Consent to treatment,overview.json,https://www.nhs.uk/conditions/consent-to-treatment/,,
NHS_Constipation_overview.json,NHS,Constipation,overview.json,https://www.nhs.uk/conditions/constipation/,,
MAYO_Constipation_overview.json,MAYO,Constipation,overview.json,https://www.mayoclinic.org/diseases-conditions/constipation/symptoms-causes/syc-20354253,,
MAYO_Constipation_treatment.json,MAYO,Constipation,treatment.json,https://www.mayoclinic.org/diseases-conditions/constipation/symptoms-causes/syc-20354253,,
MAYO_Constipation in children_treatment.json,MAYO,Constipation in children,treatment.json,https://www.mayoclinic.org/diseases-conditions/constipation-in-children/symptoms-causes/syc-20354242,,
MAYO_Constipation in children_overview.json,MAYO,Constipation in children,overview.json,https://www.mayoclinic.org/diseases-conditions/constipation-in-children/symptoms-causes/syc-20354242,,
MAYO_Contact dermatitis_overview.json,MAYO,Contact dermatitis,overview.json,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742,,
NHS_Contact dermatitis_overview.json,NHS,Contact dermatitis,overview.json,https://www.nhs.uk/conditions/contact-dermatitis/,,Eczema (contact dermatitis)
MAYO_Contact dermatitis_treatment.json,MAYO,Contact dermatitis,treatment.json,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742,,
NHS_Contact dermatitis_treatment.json,NHS,Contact dermatitis,treatment.json,https://www.nhs.uk/conditions/contact-dermatitis/,,Eczema (contact dermatitis)
MAYO_Convergence insufficiency_treatment.json,MAYO,Convergence insufficiency,treatment.json,https://www.mayoclinic.org/diseases-conditions/convergence-insufficiency/symptoms-causes/syc-20352735,,
MAYO_Convergence insufficiency_overview.json,MAYO,Convergence insufficiency,overview.json,https://www.mayoclinic.org/diseases-conditions/convergence-insufficiency/symptoms-causes/syc-20352735,,
NHS_Cornea transplant_overview.json,NHS,Cornea transplant,overview.json,https://www.nhs.uk/conditions/cornea-transplant/,,
MAYO_Corns and calluses_treatment.json,MAYO,Corns and calluses,treatment.json,https://www.mayoclinic.org/diseases-conditions/corns-and-calluses/symptoms-causes/syc-20355946,Calluses and corns,
MAYO_Corns and calluses_overview.json,MAYO,Corns and calluses,overview.json,https://www.mayoclinic.org/diseases-conditions/corns-and-calluses/symptoms-causes/syc-20355946,Calluses and corns,
NHS_Corns and calluses_overview.json,NHS,Corns and calluses,overview.json,https://www.nhs.uk/conditions/corns-and-calluses/,,
NHS_Coronary angioplasty and stent insertion_recovery.json,NHS,Coronary angioplasty and stent insertion,recovery.json,https://www.nhs.uk/conditions/coronary-angioplasty/,,"Angioplasty,Stent insertion"
NHS_Coronary angioplasty and stent insertion_overview.json,NHS,Coronary angioplasty and stent insertion,overview.json,https://www.nhs.uk/conditions/coronary-angioplasty/,,"Angioplasty,Stent insertion"
NHS_Coronary artery bypass graft_recovery.json,NHS,Coronary artery bypass graft,recovery.json,https://www.nhs.uk/conditions/coronary-artery-bypass-graft-cabg/,,"CABG,Heart bypass"
NHS_Coronary artery bypass graft_overview.json,NHS,Coronary artery bypass graft,overview.json,https://www.nhs.uk/conditions/coronary-artery-bypass-graft-cabg/,,"CABG,Heart bypass"
MAYO_Coronary artery disease_treatment.json,MAYO,Coronary artery disease,treatment.json,https://www.mayoclinic.org/diseases-conditions/coronary-artery-disease/symptoms-causes/syc-20350613,,
MAYO_Coronary artery disease_overview.json,MAYO,Coronary artery disease,overview.json,https://www.mayoclinic.org/diseases-conditions/coronary-artery-disease/symptoms-causes/syc-20350613,,
NHS_Coronary heart disease_treatment.json,NHS,Coronary heart disease,treatment.json,https://www.nhs.uk/conditions/coronary-heart-disease/,,Heart disease (coronary)
NHS_Coronary heart disease_recovery.json,NHS,Coronary heart disease,recovery.json,https://www.nhs.uk/conditions/coronary-heart-disease/,,Heart disease (coronary)
NHS_Coronary heart disease_overview.json,NHS,Coronary heart disease,overview.json,https://www.nhs.uk/conditions/coronary-heart-disease/,,Heart disease (coronary)
NHS_Coronavirus (COVID-19)_overview.json,NHS,Coronavirus (COVID-19),overview.json,https://www.nhs.uk/conditions/coronavirus-covid-19/,,COVID-19
MAYO_Coronavirus disease 2019 (COVID-19)_overview.json,MAYO,Coronavirus disease 2019 (COVID-19),overview.json,https://www.mayoclinic.org/diseases-conditions/coronavirus/symptoms-causes/syc-20479963,Corona virus,
MAYO_Coronavirus disease 2019 (COVID-19)_treatment.json,MAYO,Coronavirus disease 2019 (COVID-19),treatment.json,https://www.mayoclinic.org/diseases-conditions/coronavirus/symptoms-causes/syc-20479963,Corona virus,
NHS_Corticobasal degeneration_overview.json,NHS,Corticobasal degeneration,overview.json,https://www.nhs.uk/conditions/corticobasal-degeneration/,,
MAYO_Corticobasal degeneration_overview.json,MAYO,Corticobasal degeneration,overview.json,https://www.mayoclinic.org/diseases-conditions/corticobasal-degeneration/symptoms-causes/syc-20354767,,
MAYO_Corticobasal degeneration_treatment.json,MAYO,Corticobasal degeneration,treatment.json,https://www.mayoclinic.org/diseases-conditions/corticobasal-degeneration/symptoms-causes/syc-20354767,,
NHS_Corticobasal degeneration_treatment.json,NHS,Corticobasal degeneration,treatment.json,https://www.nhs.uk/conditions/corticobasal-degeneration/,,
NHS_Cosmetic procedures_overview.json,NHS,Cosmetic procedures,overview.json,https://www.nhs.uk/conditions/cosmetic-procedures/,,
NHS_Costochondritis_overview.json,NHS,Costochondritis,overview.json,https://www.nhs.uk/conditions/costochondritis/,,
MAYO_Costochondritis_overview.json,MAYO,Costochondritis,overview.json,https://www.mayoclinic.org/diseases-conditions/costochondritis/symptoms-causes/syc-20371175,Chest wall pain,
MAYO_Costochondritis_treatment.json,MAYO,Costochondritis,treatment.json,https://www.mayoclinic.org/diseases-conditions/costochondritis/symptoms-causes/syc-20371175,Chest wall pain,
NHS_Cough_overview.json,NHS,Cough,overview.json,https://www.nhs.uk/conditions/cough/,,
MAYO_Cough headaches_treatment.json,MAYO,Cough headaches,treatment.json,https://www.mayoclinic.org/diseases-conditions/primary-cough-headaches/symptoms-causes/syc-20371200,,
MAYO_Cough headaches_overview.json,MAYO,Cough headaches,overview.json,https://www.mayoclinic.org/diseases-conditions/primary-cough-headaches/symptoms-causes/syc-20371200,,
NHS_Coughing up blood (blood in phlegm)_overview.json,NHS,Coughing up blood (blood in phlegm),overview.json,https://www.nhs.uk/conditions/coughing-up-blood/,,
NHS_Counselling_overview.json,NHS,Counselling,overview.json,https://www.nhs.uk/conditions/counselling/,,
MAYO_Cradle cap_treatment.json,MAYO,Cradle cap,treatment.json,https://www.mayoclinic.org/diseases-conditions/cradle-cap/symptoms-causes/syc-20350396,,
MAYO_Cradle cap_overview.json,MAYO,Cradle cap,overview.json,https://www.mayoclinic.org/diseases-conditions/cradle-cap/symptoms-causes/syc-20350396,,
NHS_Cradle cap_overview.json,NHS,Cradle cap,overview.json,https://www.nhs.uk/conditions/cradle-cap/,,
MAYO_Craniopharyngioma_treatment.json,MAYO,Craniopharyngioma,treatment.json,https://www.mayoclinic.org/diseases-conditions/craniopharyngioma/cdc-20354175,,
MAYO_Craniopharyngioma_overview.json,MAYO,Craniopharyngioma,overview.json,https://www.mayoclinic.org/diseases-conditions/craniopharyngioma/cdc-20354175,,
MAYO_Craniosynostosis_treatment.json,MAYO,Craniosynostosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/craniosynostosis/symptoms-causes/syc-20354513,,
MAYO_Craniosynostosis_overview.json,MAYO,Craniosynostosis,overview.json,https://www.mayoclinic.org/diseases-conditions/craniosynostosis/symptoms-causes/syc-20354513,,
NHS_Craniosynostosis_overview.json,NHS,Craniosynostosis,overview.json,https://www.nhs.uk/conditions/craniosynostosis/,,
NHS_Creutzfeldt-Jakob disease_overview.json,NHS,Creutzfeldt-Jakob disease,overview.json,https://www.nhs.uk/conditions/creutzfeldt-jakob-disease-cjd/,,CJD
MAYO_Creutzfeldt-Jakob disease_overview.json,MAYO,Creutzfeldt-Jakob disease,overview.json,https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226,CJD,
NHS_Creutzfeldt-Jakob disease_treatment.json,NHS,Creutzfeldt-Jakob disease,treatment.json,https://www.nhs.uk/conditions/creutzfeldt-jakob-disease-cjd/,,CJD
MAYO_Creutzfeldt-Jakob disease_treatment.json,MAYO,Creutzfeldt-Jakob disease,treatment.json,https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226,CJD,
NHS_Crohn's disease_treatment.json,NHS,Crohn's disease,treatment.json,https://www.nhs.uk/conditions/crohns-disease/,,
NHS_Crohn's disease_overview.json,NHS,Crohn's disease,overview.json,https://www.nhs.uk/conditions/crohns-disease/,,
MAYO_Crohn's disease_treatment.json,MAYO,Crohn's disease,treatment.json,https://www.mayoclinic.org/diseases-conditions/crohns-disease/symptoms-causes/syc-20353304,,
MAYO_Crohn's disease_overview.json,MAYO,Crohn's disease,overview.json,https://www.mayoclinic.org/diseases-conditions/crohns-disease/symptoms-causes/syc-20353304,,
NHS_Croup_overview.json,NHS,Croup,overview.json,https://www.nhs.uk/conditions/croup/,,
MAYO_Croup_treatment.json,MAYO,Croup,treatment.json,https://www.mayoclinic.org/diseases-conditions/croup/symptoms-causes/syc-20350348,,
MAYO_Croup_overview.json,MAYO,Croup,overview.json,https://www.mayoclinic.org/diseases-conditions/croup/symptoms-causes/syc-20350348,,
MAYO_Cryoglobulinemia_treatment.json,MAYO,Cryoglobulinemia,treatment.json,https://www.mayoclinic.org/diseases-conditions/cryoglobulinemia/symptoms-causes/syc-20371244,,
MAYO_Cryoglobulinemia_overview.json,MAYO,Cryoglobulinemia,overview.json,https://www.mayoclinic.org/diseases-conditions/cryoglobulinemia/symptoms-causes/syc-20371244,,
MAYO_Cryptosporidium infection_treatment.json,MAYO,Cryptosporidium infection,treatment.json,https://www.mayoclinic.org/diseases-conditions/cryptosporidium/symptoms-causes/syc-20351870,Cryptosporidiosis,
MAYO_Cryptosporidium infection_overview.json,MAYO,Cryptosporidium infection,overview.json,https://www.mayoclinic.org/diseases-conditions/cryptosporidium/symptoms-causes/syc-20351870,Cryptosporidiosis,
MAYO_Cushing syndrome_treatment.json,MAYO,Cushing syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/symptoms-causes/syc-20351310,,
MAYO_Cushing syndrome_overview.json,MAYO,Cushing syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/symptoms-causes/syc-20351310,,
NHS_Cushing's syndrome_overview.json,NHS,Cushing's syndrome,overview.json,https://www.nhs.uk/conditions/cushings-syndrome/,,
MAYO_Cutaneous B-cell lymphoma_overview.json,MAYO,Cutaneous B-cell lymphoma,overview.json,https://www.mayoclinic.org/diseases-conditions/cutaneous-b-cell-lymphoma/cdc-20352953,,
MAYO_Cutaneous T-cell lymphoma_treatment.json,MAYO,Cutaneous T-cell lymphoma,treatment.json,https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/symptoms-causes/syc-20351056,CTCL,
MAYO_Cutaneous T-cell lymphoma_overview.json,MAYO,Cutaneous T-cell lymphoma,overview.json,https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/symptoms-causes/syc-20351056,CTCL,
NHS_Cuts and grazes_overview.json,NHS,Cuts and grazes,overview.json,https://www.nhs.uk/conditions/cuts-and-grazes/,,
MAYO_Cyclic vomiting syndrome_overview.json,MAYO,Cyclic vomiting syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/cyclic-vomiting-syndrome/symptoms-causes/syc-20352161,,
MAYO_Cyclic vomiting syndrome_treatment.json,MAYO,Cyclic vomiting syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/cyclic-vomiting-syndrome/symptoms-causes/syc-20352161,,
NHS_Cyclical vomiting syndrome_overview.json,NHS,Cyclical vomiting syndrome,overview.json,https://www.nhs.uk/conditions/cyclical-vomiting-syndrome/,,
NHS_Cyclospora_overview.json,NHS,Cyclospora,overview.json,https://www.nhs.uk/conditions/cyclospora/,,
MAYO_Cyclospora infection_overview.json,MAYO,Cyclospora infection,overview.json,https://www.mayoclinic.org/diseases-conditions/cyclospora/symptoms-causes/syc-20353068,,
MAYO_Cyclospora infection_treatment.json,MAYO,Cyclospora infection,treatment.json,https://www.mayoclinic.org/diseases-conditions/cyclospora/symptoms-causes/syc-20353068,,
NHS_Cyclothymia_overview.json,NHS,Cyclothymia,overview.json,https://www.nhs.uk/conditions/cyclothymia/,,
MAYO_Cyclothymia (cyclothymic disorder)_overview.json,MAYO,Cyclothymia (cyclothymic disorder),overview.json,https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275,,
MAYO_Cyclothymia (cyclothymic disorder)_treatment.json,MAYO,Cyclothymia (cyclothymic disorder),treatment.json,https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275,,
NHS_Cystic fibrosis_treatment.json,NHS,Cystic fibrosis,treatment.json,https://www.nhs.uk/conditions/cystic-fibrosis/,,
NHS_Cystic fibrosis_overview.json,NHS,Cystic fibrosis,overview.json,https://www.nhs.uk/conditions/cystic-fibrosis/,,
MAYO_Cystic fibrosis_overview.json,MAYO,Cystic fibrosis,overview.json,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700,,
MAYO_Cystic fibrosis_treatment.json,MAYO,Cystic fibrosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700,,
NHS_Cystitis_treatment.json,NHS,Cystitis,treatment.json,https://www.nhs.uk/conditions/cystitis/,,
NHS_Cystitis_overview.json,NHS,Cystitis,overview.json,https://www.nhs.uk/conditions/cystitis/,,
MAYO_Cystitis_treatment.json,MAYO,Cystitis,treatment.json,https://www.mayoclinic.org/diseases-conditions/cystitis/symptoms-causes/syc-20371306,Bladder infection,
MAYO_Cystitis_overview.json,MAYO,Cystitis,overview.json,https://www.mayoclinic.org/diseases-conditions/cystitis/symptoms-causes/syc-20371306,Bladder infection,
NHS_Cystoscopy_recovery.json,NHS,Cystoscopy,recovery.json,https://www.nhs.uk/conditions/cystoscopy/,,
NHS_Cystoscopy_overview.json,NHS,Cystoscopy,overview.json,https://www.nhs.uk/conditions/cystoscopy/,,
NHS_Cytomegalovirus (CMV)_overview.json,NHS,Cytomegalovirus (CMV),overview.json,https://www.nhs.uk/conditions/cytomegalovirus-cmv/,,
MAYO_Cytomegalovirus (CMV) infection_treatment.json,MAYO,Cytomegalovirus (CMV) infection,treatment.json,https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358,,
MAYO_Cytomegalovirus (CMV) infection_overview.json,MAYO,Cytomegalovirus (CMV) infection,overview.json,https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358,,
NHS_DVT (deep vein thrombosis)_overview.json,NHS,DVT (deep vein thrombosis),overview.json,https://www.nhs.uk/conditions/deep-vein-thrombosis-dvt/,,DVT
MAYO_Dandruff_treatment.json,MAYO,Dandruff,treatment.json,https://www.mayoclinic.org/diseases-conditions/dandruff/symptoms-causes/syc-20353850,,
NHS_Dandruff_overview.json,NHS,Dandruff,overview.json,https://www.nhs.uk/conditions/dandruff/,,
MAYO_Dandruff_overview.json,MAYO,Dandruff,overview.json,https://www.mayoclinic.org/diseases-conditions/dandruff/symptoms-causes/syc-20353850,,
MAYO_De Quervain's tenosynovitis_overview.json,MAYO,De Quervain's tenosynovitis,overview.json,https://www.mayoclinic.org/diseases-conditions/de-quervains-tenosynovitis/symptoms-causes/syc-20371332,,
MAYO_De Quervain's tenosynovitis_treatment.json,MAYO,De Quervain's tenosynovitis,treatment.json,https://www.mayoclinic.org/diseases-conditions/de-quervains-tenosynovitis/symptoms-causes/syc-20371332,,
NHS_Deafblindness_overview.json,NHS,Deafblindness,overview.json,https://www.nhs.uk/conditions/deafblindness/,,
NHS_Decongestants_overview.json,NHS,Decongestants,overview.json,https://www.nhs.uk/conditions/decongestants/,,
MAYO_Deep vein thrombosis_overview.json,MAYO,Deep vein thrombosis,overview.json,https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/symptoms-causes/syc-20352557,,
MAYO_Deep vein thrombosis_treatment.json,MAYO,Deep vein thrombosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/symptoms-causes/syc-20352557,,
MAYO_Dehydration_treatment.json,MAYO,Dehydration,treatment.json,https://www.mayoclinic.org/diseases-conditions/dehydration/symptoms-causes/syc-20354086,,
NHS_Dehydration_overview.json,NHS,Dehydration,overview.json,https://www.nhs.uk/conditions/dehydration/,,
MAYO_Dehydration_overview.json,MAYO,Dehydration,overview.json,https://www.mayoclinic.org/diseases-conditions/dehydration/symptoms-causes/syc-20354086,,
MAYO_Delayed ejaculation_overview.json,MAYO,Delayed ejaculation,overview.json,https://www.mayoclinic.org/diseases-conditions/delayed-ejaculation/symptoms-causes/syc-20371358,,
MAYO_Delayed ejaculation_treatment.json,MAYO,Delayed ejaculation,treatment.json,https://www.mayoclinic.org/diseases-conditions/delayed-ejaculation/symptoms-causes/syc-20371358,,
MAYO_Delayed sleep phase_overview.json,MAYO,Delayed sleep phase,overview.json,https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/symptoms-causes/syc-20353340,,
MAYO_Delayed sleep phase_treatment.json,MAYO,Delayed sleep phase,treatment.json,https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/symptoms-causes/syc-20353340,,
MAYO_Delirium_overview.json,MAYO,Delirium,overview.json,https://www.mayoclinic.org/diseases-conditions/delirium/symptoms-causes/syc-20371386,,
MAYO_Delirium_treatment.json,MAYO,Delirium,treatment.json,https://www.mayoclinic.org/diseases-conditions/delirium/symptoms-causes/syc-20371386,,
MAYO_Dementia_overview.json,MAYO,Dementia,overview.json,https://www.mayoclinic.org/diseases-conditions/dementia/symptoms-causes/syc-20352013,,
MAYO_Dementia_treatment.json,MAYO,Dementia,treatment.json,https://www.mayoclinic.org/diseases-conditions/dementia/symptoms-causes/syc-20352013,,
NHS_Dementia with Lewy bodies_treatment.json,NHS,Dementia with Lewy bodies,treatment.json,https://www.nhs.uk/conditions/dementia-with-lewy-bodies/,,
NHS_Dementia with Lewy bodies_overview.json,NHS,Dementia with Lewy bodies,overview.json,https://www.nhs.uk/conditions/dementia-with-lewy-bodies/,,
NHS_Dengue_overview.json,NHS,Dengue,overview.json,https://www.nhs.uk/conditions/dengue/,,
