source,conditionName,url,alsoKnownAs,overviewFile,treatmentFile,treatmentURL
MAYO,Body lice,https://www.mayoclinic.org/diseases-conditions/body-lice/symptoms-causes/syc-20350310,,Body lice_overview.html,Body lice,Body lice_treatment.html,https://www.mayoclinic.org//diseases-conditions/body-lice/diagnosis-treatment/drc-20350316
MAYO,Sweating and body odor,https://www.mayoclinic.org/diseases-conditions/sweating-and-body-odor/symptoms-causes/syc-20353895,"Body odor and sweating, also known as",Sweating and body odor_overview.html,Sweating and body odor,Sweating and body odor_treatment.html,https://www.mayoclinic.org//diseases-conditions/sweating-and-body-odor/diagnosis-treatment/drc-20353898
MAYO,Boils and carbuncles,https://www.mayoclinic.org/diseases-conditions/boils-and-carbuncles/symptoms-causes/syc-20353770,,Boils and carbuncles_overview.html,Boils and carbuncles,Boils and carbuncles_treatment.html,https://www.mayoclinic.org//diseases-conditions/boils-and-carbuncles/diagnosis-treatment/drc-20353776
MAYO,Bone cancer,https://www.mayoclinic.org/diseases-conditions/bone-cancer/symptoms-causes/syc-20350217,,Bone cancer_overview.html,Bone cancer,Bone cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/bone-cancer/diagnosis-treatment/drc-20350221
MAYO,Osteomyelitis,https://www.mayoclinic.org/diseases-conditions/osteomyelitis/symptoms-causes/syc-20375913,"Bone infection, also known as",Osteomyelitis_overview.html,Osteomyelitis,Osteomyelitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/osteomyelitis/diagnosis-treatment/drc-20375917
MAYO,Bone metastasis,https://www.mayoclinic.org/diseases-conditions/bone-metastasis/symptoms-causes/syc-20370191,,Bone metastasis_overview.html,Bone metastasis,Bone metastasis_treatment.html,https://www.mayoclinic.org//diseases-conditions/bone-metastasis/diagnosis-treatment/drc-20370196
MAYO,Bone spurs,https://www.mayoclinic.org/diseases-conditions/bone-spurs/symptoms-causes/syc-20370212,,Bone spurs_overview.html,Bone spurs,Bone spurs_treatment.html,https://www.mayoclinic.org//diseases-conditions/bone-spurs/diagnosis-treatment/drc-20370216
MAYO,Borderline personality disorder,https://www.mayoclinic.org/diseases-conditions/borderline-personality-disorder/symptoms-causes/syc-20370237,,Borderline personality disorder_overview.html,Borderline personality disorder,Borderline personality disorder_treatment.html,https://www.mayoclinic.org//diseases-conditions/borderline-personality-disorder/diagnosis-treatment/drc-20370242
MAYO,Botulism,https://www.mayoclinic.org/diseases-conditions/botulism/symptoms-causes/syc-20370262,,Botulism_overview.html,Botulism,Botulism_treatment.html,https://www.mayoclinic.org//diseases-conditions/botulism/diagnosis-treatment/drc-20370266
MAYO,Fecal incontinence,https://www.mayoclinic.org/diseases-conditions/fecal-incontinence/symptoms-causes/syc-20351397,"Bowel incontinence, also known as",Fecal incontinence_overview.html,Fecal incontinence,Fecal incontinence_treatment.html,https://www.mayoclinic.org//diseases-conditions/fecal-incontinence/diagnosis-treatment/drc-20351403
MAYO,Intestinal obstruction,https://www.mayoclinic.org/diseases-conditions/intestinal-obstruction/symptoms-causes/syc-20351460,"Bowel obstruction, also known as",Intestinal obstruction_overview.html,Intestinal obstruction,Intestinal obstruction_treatment.html,https://www.mayoclinic.org//diseases-conditions/intestinal-obstruction/diagnosis-treatment/drc-20351465
MAYO,Benign prostatic hyperplasia (BPH),https://www.mayoclinic.org/diseases-conditions/benign-prostatic-hyperplasia/symptoms-causes/syc-20370087,"BPH, also known as",Benign prostatic hyperplasia (BPH)_overview.html,Benign prostatic hyperplasia (BPH),Benign prostatic hyperplasia (BPH)_treatment.html,https://www.mayoclinic.org//diseases-conditions/benign-prostatic-hyperplasia/diagnosis-treatment/drc-20370093
MAYO,Brachial plexus injury,https://www.mayoclinic.org/diseases-conditions/brachial-plexus-injury/symptoms-causes/syc-20350235,,Brachial plexus injury_overview.html,Brachial plexus injury,Brachial plexus injury_treatment.html,https://www.mayoclinic.org//diseases-conditions/brachial-plexus-injury/diagnosis-treatment/drc-20350241
MAYO,Bradycardia,https://www.mayoclinic.org/diseases-conditions/bradycardia/symptoms-causes/syc-20355474,,Bradycardia_overview.html,Bradycardia,Bradycardia_treatment.html,https://www.mayoclinic.org//diseases-conditions/bradycardia/diagnosis-treatment/drc-20355480
MAYO,Sick sinus syndrome,https://www.mayoclinic.org/diseases-conditions/sick-sinus-syndrome/symptoms-causes/syc-20377554,"Bradycardia-tachycardia syndrome, also known as",Sick sinus syndrome_overview.html,Sick sinus syndrome,Sick sinus syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/sick-sinus-syndrome/diagnosis-treatment/drc-20377560
MAYO,Brain aneurysm,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483,,Brain aneurysm_overview.html,Brain aneurysm,Brain aneurysm_treatment.html,https://www.mayoclinic.org//diseases-conditions/brain-aneurysm/diagnosis-treatment/drc-20361595
MAYO,Brain AVM (arteriovenous malformation),https://www.mayoclinic.org/diseases-conditions/brain-avm/symptoms-causes/syc-20350260,"Brain arteriovenous malformation, also known as",Brain AVM (arteriovenous malformation)_overview.html,Brain AVM (arteriovenous malformation),Brain AVM (arteriovenous malformation)_treatment.html,https://www.mayoclinic.org//diseases-conditions/brain-avm/diagnosis-treatment/drc-20350265
MAYO,Brain AVM (arteriovenous malformation),https://www.mayoclinic.org/diseases-conditions/brain-avm/symptoms-causes/syc-20350260,,Brain AVM (arteriovenous malformation)_overview.html,Brain AVM (arteriovenous malformation),Brain AVM (arteriovenous malformation)_treatment.html,https://www.mayoclinic.org//diseases-conditions/brain-avm/diagnosis-treatment/drc-20350265
MAYO,Brain metastases,https://www.mayoclinic.org/diseases-conditions/brain-metastases/symptoms-causes/syc-20350136,,Brain metastases_overview.html,Brain metastases,Brain metastases_treatment.html,https://www.mayoclinic.org//diseases-conditions/brain-metastases/diagnosis-treatment/drc-20350140
MAYO,Brain tumor,https://www.mayoclinic.org/diseases-conditions/brain-tumor/symptoms-causes/syc-20350084,,Brain tumor_overview.html,Brain tumor,Brain tumor_treatment.html,https://www.mayoclinic.org//diseases-conditions/brain-tumor/diagnosis-treatment/drc-20350088
MAYO,Pediatric brain tumors,https://www.mayoclinic.org/diseases-conditions/pediatric-brain-tumor/symptoms-causes/syc-20361694,"Brain tumor, child, also known as",Pediatric brain tumors_overview.html,Pediatric brain tumors,Pediatric brain tumors_treatment.html,https://www.mayoclinic.org//diseases-conditions/pediatric-brain-tumor/diagnosis-treatment/drc-20361706
MAYO,Breast cancer,https://www.mayoclinic.org/diseases-conditions/breast-cancer/symptoms-causes/syc-20352470,,Breast cancer_overview.html,Breast cancer,Breast cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/breast-cancer/diagnosis-treatment/drc-20352475
MAYO,Inflammatory breast cancer,https://www.mayoclinic.org/diseases-conditions/inflammatory-breast-cancer/symptoms-causes/syc-20355413,"Breast cancer, inflammatory, also known as",Inflammatory breast cancer_overview.html,Inflammatory breast cancer,Inflammatory breast cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/inflammatory-breast-cancer/diagnosis-treatment/drc-20355417
MAYO,Male breast cancer,https://www.mayoclinic.org/diseases-conditions/male-breast-cancer/symptoms-causes/syc-20374740,"Breast cancer, male, also known as",Male breast cancer_overview.html,Male breast cancer,Male breast cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/male-breast-cancer/diagnosis-treatment/drc-20374745
MAYO,Breast cysts,https://www.mayoclinic.org/diseases-conditions/breast-cysts/symptoms-causes/syc-20370284,,Breast cysts_overview.html,Breast cysts,Breast cysts_treatment.html,https://www.mayoclinic.org//diseases-conditions/breast-cysts/diagnosis-treatment/drc-20370290
MAYO,Mastitis,https://www.mayoclinic.org/diseases-conditions/mastitis/symptoms-causes/syc-20374829,"Breast infection, also known as",Mastitis_overview.html,Mastitis,Mastitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/mastitis/diagnosis-treatment/drc-20374834
MAYO,Breast pain,https://www.mayoclinic.org/diseases-conditions/breast-pain/symptoms-causes/syc-20350423,,Breast pain_overview.html,Breast pain,Breast pain_treatment.html,https://www.mayoclinic.org//diseases-conditions/breast-pain/diagnosis-treatment/drc-20350426
MAYO,Broken ankle,https://www.mayoclinic.org/diseases-conditions/broken-ankle/symptoms-causes/syc-20450025,,Broken ankle_overview.html,Broken ankle,Broken ankle_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-ankle/diagnosis-treatment/drc-20450038
MAYO,Broken arm,https://www.mayoclinic.org/diseases-conditions/broken-arm/symptoms-causes/syc-20353260,,Broken arm_overview.html,Broken arm,Broken arm_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-arm/diagnosis-treatment/drc-20353266
MAYO,Subconjunctival hemorrhage (broken blood vessel in eye),https://www.mayoclinic.org/diseases-conditions/subconjunctival-hemorrhage/symptoms-causes/syc-20353826,"Broken blood vessel in eye, also known as",Subconjunctival hemorrhage (broken blood vessel in eye)_overview.html,Subconjunctival hemorrhage (broken blood vessel in eye),Subconjunctival hemorrhage (broken blood vessel in eye)_treatment.html,https://www.mayoclinic.org//diseases-conditions/subconjunctival-hemorrhage/diagnosis-treatment/drc-20353832
MAYO,Broken collarbone,https://www.mayoclinic.org/diseases-conditions/broken-collarbone/symptoms-causes/syc-20370311,,Broken collarbone_overview.html,Broken collarbone,Broken collarbone_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-collarbone/diagnosis-treatment/drc-20370316
MAYO,Broken foot,https://www.mayoclinic.org/diseases-conditions/broken-foot/symptoms-causes/syc-20355492,,Broken foot_overview.html,Broken foot,Broken foot_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-foot/diagnosis-treatment/drc-20355498
MAYO,Broken hand,https://www.mayoclinic.org/diseases-conditions/broken-hand/symptoms-causes/syc-20450240,,Broken hand_overview.html,Broken hand,Broken hand_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-hand/diagnosis-treatment/drc-20450277
MAYO,Broken heart syndrome,https://www.mayoclinic.org/diseases-conditions/broken-heart-syndrome/symptoms-causes/syc-20354617,,Broken heart syndrome_overview.html,Broken heart syndrome,Broken heart syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-heart-syndrome/diagnosis-treatment/drc-20354623
MAYO,Hip fracture,https://www.mayoclinic.org/diseases-conditions/hip-fracture/symptoms-causes/syc-20373468,"Broken hip, also known as",Hip fracture_overview.html,Hip fracture,Hip fracture_treatment.html,https://www.mayoclinic.org//diseases-conditions/hip-fracture/diagnosis-treatment/drc-20373472
MAYO,Broken leg,https://www.mayoclinic.org/diseases-conditions/broken-leg/symptoms-causes/syc-20370412,,Broken leg_overview.html,Broken leg,Broken leg_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-leg/diagnosis-treatment/drc-20370416
MAYO,Broken nose,https://www.mayoclinic.org/diseases-conditions/broken-nose/symptoms-causes/syc-20370439,,Broken nose_overview.html,Broken nose,Broken nose_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-nose/diagnosis-treatment/drc-20370444
MAYO,Broken ribs,https://www.mayoclinic.org/diseases-conditions/broken-ribs/symptoms-causes/syc-20350763,,Broken ribs_overview.html,Broken ribs,Broken ribs_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-ribs/diagnosis-treatment/drc-20350769
MAYO,Broken toe,https://www.mayoclinic.org/diseases-conditions/broken-toe/symptoms-causes/syc-20370463,,Broken toe_overview.html,Broken toe,Broken toe_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-toe/diagnosis-treatment/drc-20370468
MAYO,Broken wrist,https://www.mayoclinic.org/diseases-conditions/broken-wrist/symptoms-causes/syc-20353169,,Broken wrist_overview.html,Broken wrist,Broken wrist_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-wrist/diagnosis-treatment/drc-20353175
MAYO,Bronchiolitis,https://www.mayoclinic.org/diseases-conditions/bronchiolitis/symptoms-causes/syc-20351565,,Bronchiolitis_overview.html,Bronchiolitis,Bronchiolitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/bronchiolitis/diagnosis-treatment/drc-20351571
MAYO,Bronchitis,https://www.mayoclinic.org/diseases-conditions/bronchitis/symptoms-causes/syc-20355566,,Bronchitis_overview.html,Bronchitis,Bronchitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/bronchitis/diagnosis-treatment/drc-20355572
MAYO,Brucellosis,https://www.mayoclinic.org/diseases-conditions/brucellosis/symptoms-causes/syc-20351738,,Brucellosis_overview.html,Brucellosis,Brucellosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/brucellosis/diagnosis-treatment/drc-20351744
MAYO,Brugada syndrome,https://www.mayoclinic.org/diseases-conditions/brugada-syndrome/symptoms-causes/syc-20370489,,Brugada syndrome_overview.html,Brugada syndrome,Brugada syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/brugada-syndrome/diagnosis-treatment/drc-20370494
MAYO,Bruxism (teeth grinding),https://www.mayoclinic.org/diseases-conditions/bruxism/symptoms-causes/syc-20356095,,Bruxism (teeth grinding)_overview.html,Bruxism (teeth grinding),Bruxism (teeth grinding)_treatment.html,https://www.mayoclinic.org//diseases-conditions/bruxism/diagnosis-treatment/drc-20356100
MAYO,Buerger's disease,https://www.mayoclinic.org/diseases-conditions/buergers-disease/symptoms-causes/syc-20350658,,Buerger's disease_overview.html,Buerger's disease,Buerger's disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/buergers-disease/diagnosis-treatment/drc-20350664
MAYO,Bulimia nervosa,https://www.mayoclinic.org/diseases-conditions/bulimia/symptoms-causes/syc-20353615,,Bulimia nervosa_overview.html,Bulimia nervosa,Bulimia nervosa_treatment.html,https://www.mayoclinic.org//diseases-conditions/bulimia/diagnosis-treatment/drc-20353621
MAYO,Bullous pemphigoid,https://www.mayoclinic.org/diseases-conditions/bullous-pemphigoid/symptoms-causes/syc-20350414,,Bullous pemphigoid_overview.html,Bullous pemphigoid,Bullous pemphigoid_treatment.html,https://www.mayoclinic.org//diseases-conditions/bullous-pemphigoid/diagnosis-treatment/drc-20350419
MAYO,Bundle branch block,https://www.mayoclinic.org/diseases-conditions/bundle-branch-block/symptoms-causes/syc-20370514,,Bundle branch block_overview.html,Bundle branch block,Bundle branch block_treatment.html,https://www.mayoclinic.org//diseases-conditions/bundle-branch-block/diagnosis-treatment/drc-20370518
MAYO,Bunions,https://www.mayoclinic.org/diseases-conditions/bunions/symptoms-causes/syc-20354799,,Bunions_overview.html,Bunions,Bunions_treatment.html,https://www.mayoclinic.org//diseases-conditions/bunions/diagnosis-treatment/drc-20354805
MAYO,Viral hemorrhagic fevers,https://www.mayoclinic.org/diseases-conditions/viral-hemorrhagic-fevers/symptoms-causes/syc-20351260,"Bunyaviruses, also known as",Viral hemorrhagic fevers_overview.html,Viral hemorrhagic fevers,Viral hemorrhagic fevers_treatment.html,https://www.mayoclinic.org//diseases-conditions/viral-hemorrhagic-fevers/diagnosis-treatment/drc-20351266
MAYO,Burns,https://www.mayoclinic.org/diseases-conditions/burns/symptoms-causes/syc-20370539,"Burn injury, also known as",Burns_overview.html,Burns,Burns_treatment.html,https://www.mayoclinic.org//diseases-conditions/burns/diagnosis-treatment/drc-20370545
MAYO,Burning mouth syndrome,https://www.mayoclinic.org/diseases-conditions/burning-mouth-syndrome/symptoms-causes/syc-20350911,,Burning mouth syndrome_overview.html,Burning mouth syndrome,Burning mouth syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/burning-mouth-syndrome/diagnosis-treatment/drc-20350917
MAYO,Meralgia paresthetica,https://www.mayoclinic.org/diseases-conditions/meralgia-paresthetica/symptoms-causes/syc-20355635,"Burning thigh pain, also known as",Meralgia paresthetica_overview.html,Meralgia paresthetica,Meralgia paresthetica_treatment.html,https://www.mayoclinic.org//diseases-conditions/meralgia-paresthetica/diagnosis-treatment/drc-20355639
MAYO,Burns,https://www.mayoclinic.org/diseases-conditions/burns/symptoms-causes/syc-20370539,,Burns_overview.html,Burns,Burns_treatment.html,https://www.mayoclinic.org//diseases-conditions/burns/diagnosis-treatment/drc-20370545
MAYO,Bursitis,https://www.mayoclinic.org/diseases-conditions/bursitis/symptoms-causes/syc-20353242,,Bursitis_overview.html,Bursitis,Bursitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/bursitis/diagnosis-treatment/drc-20353247
MAYO,Knee bursitis,https://www.mayoclinic.org/diseases-conditions/knee-bursitis/symptoms-causes/syc-20355501,"Bursitis of the knee, also known as",Knee bursitis_overview.html,Knee bursitis,Knee bursitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/knee-bursitis/diagnosis-treatment/drc-20355506
MAYO,Pseudomembranous colitis,https://www.mayoclinic.org/diseases-conditions/pseudomembranous-colitis/symptoms-causes/syc-20351434,"C. difficile colitis, also known as",Pseudomembranous colitis_overview.html,Pseudomembranous colitis,Pseudomembranous colitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/pseudomembranous-colitis/diagnosis-treatment/drc-20351439
MAYO,C. difficile infection,https://www.mayoclinic.org/diseases-conditions/c-difficile/symptoms-causes/syc-20351691,,C. difficile infection_overview.html,C. difficile infection,C. difficile infection_treatment.html,https://www.mayoclinic.org//diseases-conditions/c-difficile/diagnosis-treatment/drc-20351697
MAYO,Calciphylaxis,https://www.mayoclinic.org/diseases-conditions/calciphylaxis/symptoms-causes/syc-20370559,,Calciphylaxis_overview.html,Calciphylaxis,Calciphylaxis_treatment.html,https://www.mayoclinic.org//diseases-conditions/calciphylaxis/diagnosis-treatment/drc-20370562
MAYO,Corns and calluses,https://www.mayoclinic.org/diseases-conditions/corns-and-calluses/symptoms-causes/syc-20355946,"Calluses and corns, also known as",Corns and calluses_overview.html,Corns and calluses,Corns and calluses_treatment.html,https://www.mayoclinic.org//diseases-conditions/corns-and-calluses/diagnosis-treatment/drc-20355951
MAYO,Cancer,https://www.mayoclinic.org/diseases-conditions/cancer/symptoms-causes/syc-20370588,,Cancer_overview.html,Cancer,Cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/cancer/diagnosis-treatment/drc-20370594
MAYO,Acute lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077,"Cancer, acute lymphocytic leukemia, also known as",Acute lymphocytic leukemia_overview.html,Acute lymphocytic leukemia,Acute lymphocytic leukemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/acute-lymphocytic-leukemia/diagnosis-treatment/drc-20369083
MAYO,Anal cancer,https://www.mayoclinic.org/diseases-conditions/anal-cancer/symptoms-causes/syc-20354140,"Cancer, anal, also known as",Anal cancer_overview.html,Anal cancer,Anal cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/anal-cancer/diagnosis-treatment/drc-20354146
MAYO,Basal cell carcinoma,https://www.mayoclinic.org/diseases-conditions/basal-cell-carcinoma/symptoms-causes/syc-20354187,"Cancer, basal cell, also known as",Basal cell carcinoma_overview.html,Basal cell carcinoma,Basal cell carcinoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/basal-cell-carcinoma/diagnosis-treatment/drc-20354193
MAYO,Bladder cancer,https://www.mayoclinic.org/diseases-conditions/bladder-cancer/symptoms-causes/syc-20356104,"Cancer, bladder, also known as",Bladder cancer_overview.html,Bladder cancer,Bladder cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/bladder-cancer/diagnosis-treatment/drc-20356109
MAYO,Bone cancer,https://www.mayoclinic.org/diseases-conditions/bone-cancer/symptoms-causes/syc-20350217,"Cancer, bone, also known as",Bone cancer_overview.html,Bone cancer,Bone cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/bone-cancer/diagnosis-treatment/drc-20350221
MAYO,Breast cancer,https://www.mayoclinic.org/diseases-conditions/breast-cancer/symptoms-causes/syc-20352470,"Cancer, breast, also known as",Breast cancer_overview.html,Breast cancer,Breast cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/breast-cancer/diagnosis-treatment/drc-20352475
MAYO,Carcinoid tumors,https://www.mayoclinic.org/diseases-conditions/carcinoid-tumors/symptoms-causes/syc-20351039,"Cancer, carcinoid tumors, also known as",Carcinoid tumors_overview.html,Carcinoid tumors,Carcinoid tumors_treatment.html,https://www.mayoclinic.org//diseases-conditions/carcinoid-tumors/diagnosis-treatment/drc-20351044
MAYO,Cervical cancer,https://www.mayoclinic.org/diseases-conditions/cervical-cancer/symptoms-causes/syc-20352501,"Cancer, cervical, also known as",Cervical cancer_overview.html,Cervical cancer,Cervical cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/cervical-cancer/diagnosis-treatment/drc-20352506
MAYO,Chronic lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/chronic-lymphocytic-leukemia/symptoms-causes/syc-20352428,"Cancer, chronic lymphocytic leukemia, also known as",Chronic lymphocytic leukemia_overview.html,Chronic lymphocytic leukemia,Chronic lymphocytic leukemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/chronic-lymphocytic-leukemia/diagnosis-treatment/drc-20352433
MAYO,Chronic myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/chronic-myelogenous-leukemia/symptoms-causes/syc-20352417,"Cancer, chronic myelogenous leukemia, also known as",Chronic myelogenous leukemia_overview.html,Chronic myelogenous leukemia,Chronic myelogenous leukemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/chronic-myelogenous-leukemia/diagnosis-treatment/drc-20352422
MAYO,Colon cancer,https://www.mayoclinic.org/diseases-conditions/colon-cancer/symptoms-causes/syc-20353669,"Cancer, colon, also known as",Colon cancer_overview.html,Colon cancer,Colon cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/colon-cancer/diagnosis-treatment/drc-20353674
MAYO,Endometrial cancer,https://www.mayoclinic.org/diseases-conditions/endometrial-cancer/symptoms-causes/syc-20352461,"Cancer, endometrial, also known as",Endometrial cancer_overview.html,Endometrial cancer,Endometrial cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/endometrial-cancer/diagnosis-treatment/drc-20352466
MAYO,Esophageal cancer,https://www.mayoclinic.org/diseases-conditions/esophageal-cancer/symptoms-causes/syc-20356084,"Cancer, esophageal, also known as",Esophageal cancer_overview.html,Esophageal cancer,Esophageal cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/esophageal-cancer/diagnosis-treatment/drc-20356090
MAYO,Eye melanoma,https://www.mayoclinic.org/diseases-conditions/eye-melanoma/symptoms-causes/syc-20372371,"Cancer, eye melanoma, also known as",Eye melanoma_overview.html,Eye melanoma,Eye melanoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/eye-melanoma/diagnosis-treatment/drc-20372376
MAYO,Gallbladder cancer,https://www.mayoclinic.org/diseases-conditions/gallbladder-cancer/symptoms-causes/syc-20353370,"Cancer, gallbladder, also known as",Gallbladder cancer_overview.html,Gallbladder cancer,Gallbladder cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/gallbladder-cancer/diagnosis-treatment/drc-20353374
MAYO,Stomach cancer,https://www.mayoclinic.org/diseases-conditions/stomach-cancer/symptoms-causes/syc-20352438,"Cancer, gastric, also known as",Stomach cancer_overview.html,Stomach cancer,Stomach cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/stomach-cancer/diagnosis-treatment/drc-20352443
MAYO,Hairy cell leukemia,https://www.mayoclinic.org/diseases-conditions/hairy-cell-leukemia/symptoms-causes/syc-20372956,"Cancer, hairy cell leukemia, also known as",Hairy cell leukemia_overview.html,Hairy cell leukemia,Hairy cell leukemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/hairy-cell-leukemia/diagnosis-treatment/drc-20372962
MAYO,Hodgkin's lymphoma (Hodgkin's disease),https://www.mayoclinic.org/diseases-conditions/hodgkins-lymphoma/symptoms-causes/syc-20352646,"Cancer, Hodgkin's disease, also known as",Hodgkin's lymphoma (Hodgkin's disease)_overview.html,Hodgkin's lymphoma (Hodgkin's disease),Hodgkin's lymphoma (Hodgkin's disease)_treatment.html,https://www.mayoclinic.org//diseases-conditions/hodgkins-lymphoma/diagnosis-treatment/drc-20352650
MAYO,Hurthle cell cancer,https://www.mayoclinic.org/diseases-conditions/hurthle-cell-cancer/symptoms-causes/syc-20373572,"Cancer, Hurthle cell, also known as",Hurthle cell cancer_overview.html,Hurthle cell cancer,Hurthle cell cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/hurthle-cell-cancer/diagnosis-treatment/drc-20373577
MAYO,Inflammatory breast cancer,https://www.mayoclinic.org/diseases-conditions/inflammatory-breast-cancer/symptoms-causes/syc-20355413,"Cancer, inflammatory breast, also known as",Inflammatory breast cancer_overview.html,Inflammatory breast cancer,Inflammatory breast cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/inflammatory-breast-cancer/diagnosis-treatment/drc-20355417
MAYO,Kidney cancer,https://www.mayoclinic.org/diseases-conditions/kidney-cancer/symptoms-causes/syc-20352664,"Cancer, kidney, also known as",Kidney cancer_overview.html,Kidney cancer,Kidney cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/kidney-cancer/diagnosis-treatment/drc-20352669
MAYO,Leukemia,https://www.mayoclinic.org/diseases-conditions/leukemia/symptoms-causes/syc-20374373,"Cancer, leukemia, also known as",Leukemia_overview.html,Leukemia,Leukemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/leukemia/diagnosis-treatment/drc-20374378
MAYO,Mouth cancer,https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997,"Cancer, lip, also known as",Mouth cancer_overview.html,Mouth cancer,Mouth cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/mouth-cancer/diagnosis-treatment/drc-20351002
MAYO,Liver cancer,https://www.mayoclinic.org/diseases-conditions/liver-cancer/symptoms-causes/syc-20353659,"Cancer, liver, also known as",Liver cancer_overview.html,Liver cancer,Liver cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/liver-cancer/diagnosis-treatment/drc-20353664
MAYO,Lung cancer,https://www.mayoclinic.org/diseases-conditions/lung-cancer/symptoms-causes/syc-20374620,"Cancer, lung, also known as",Lung cancer_overview.html,Lung cancer,Lung cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/lung-cancer/diagnosis-treatment/drc-20374627
MAYO,Male breast cancer,https://www.mayoclinic.org/diseases-conditions/male-breast-cancer/symptoms-causes/syc-20374740,"Cancer, male breast, also known as",Male breast cancer_overview.html,Male breast cancer,Male breast cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/male-breast-cancer/diagnosis-treatment/drc-20374745
MAYO,Merkel cell carcinoma,https://www.mayoclinic.org/diseases-conditions/merkel-cell-carcinoma/symptoms-causes/syc-20351030,"Cancer, Merkel cell, also known as",Merkel cell carcinoma_overview.html,Merkel cell carcinoma,Merkel cell carcinoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/merkel-cell-carcinoma/diagnosis-treatment/drc-20351036
MAYO,Mesothelioma,https://www.mayoclinic.org/diseases-conditions/mesothelioma/symptoms-causes/syc-20375022,"Cancer, mesothelioma, also known as",Mesothelioma_overview.html,Mesothelioma,Mesothelioma_treatment.html,https://www.mayoclinic.org//diseases-conditions/mesothelioma/diagnosis-treatment/drc-20375028
MAYO,Mouth cancer,https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997,"Cancer, mouth, also known as",Mouth cancer_overview.html,Mouth cancer,Mouth cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/mouth-cancer/diagnosis-treatment/drc-20351002
