conceptId,snomedConcept,snomedIdentifier,term
127795003,Blood group typing (procedure),44608003,Laboratory test related to immunohematology (procedure)
127801007,Urine culture,117010004,Body fluid analysis (procedure)
127801007,Urine screening test for diabetes,395123002,Body fluid analysis (procedure)
127801007,Urine screening for glucose,268556000,Body fluid analysis (procedure)
127801007,Peripheral blood smear interpretation (procedure),14768001,Body fluid analysis (procedure)
127801007,Microbial culture of sputum (procedure),104173009,Body fluid analysis (procedure)
128050000,Overlapping malignant neoplasm of colon (disorder),109838007,Neoplasm of abdomen (disorder)
128050000,Secondary malignant neoplasm of colon (disorder),94260004,Neoplasm of abdomen (disorder)
128050000,Neoplasm of prostate (disorder),126906006,Neoplasm of abdomen (disorder)
128050000,Malignant neoplasm of colon (disorder),363406005,Neoplasm of abdomen (disorder)
128050000,Carcinoma in situ of prostate (disorder),92691004,Neoplasm of abdomen (disorder)
128050000,Primary malignant neoplasm of colon (disorder),93761005,Neoplasm of abdomen (disorder)
128121009,Congenital uterine anomaly (disorder),37849005,Disorder of trunk (disorder)
128121009,Neoplasm of prostate (disorder),126906006,Disorder of trunk (disorder)
128121009,Female infertility due to cystic fibrosis (disorder),707577004,Disorder of trunk (disorder)
128121009,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Disorder of trunk (disorder)
128121009,Primary malignant neoplasm of colon (disorder),93761005,Disorder of trunk (disorder)
128121009,Carcinoma in situ of prostate (disorder),92691004,Disorder of trunk (disorder)
128121009,Malignant neoplasm of colon (disorder),363406005,Disorder of trunk (disorder)
128121009,Polyp of colon (disorder),68496003,Disorder of trunk (disorder)
128121009,Cardiac arrest (disorder),410429000,Disorder of trunk (disorder)
128121009,Proteinuria due to type 2 diabetes mellitus (disorder),157141000119108,Disorder of trunk (disorder)
128121009,Small cell carcinoma of lung (disorder),254632001,Disorder of trunk (disorder)
128121009,Microalbuminuria due to type 2 diabetes mellitus (disorder),90781000119102,Disorder of trunk (disorder)
128121009,Appendicitis (disorder),74400008,Disorder of trunk (disorder)
128121009,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Disorder of trunk (disorder)
128121009,Coronary arteriosclerosis (disorder),53741008,Disorder of trunk (disorder)
128121009,Chronic kidney disease stage 1 (disorder),431855005,Disorder of trunk (disorder)
128121009,Chronic obstructive bronchitis (disorder),185086009,Disorder of trunk (disorder)
128121009,Chronic kidney disease stage 3 (disorder),433144002,Disorder of trunk (disorder)
128121009,Acute cholecystitis (disorder),65275009,Disorder of trunk (disorder)
128121009,Recurrent rectal polyp (disorder),713197008,Disorder of trunk (disorder)
128121009,Pyelonephritis (disorder),45816000,Disorder of trunk (disorder)
128121009,Tubal pregnancy (disorder),79586000,Disorder of trunk (disorder)
128121009,Pneumonia (disorder),233604007,Disorder of trunk (disorder)
128121009,Fracture of rib (disorder),33737001,Disorder of trunk (disorder)
128121009,Malignant neoplasm of breast (disorder),254837009,Disorder of trunk (disorder)
128121009,Chronic kidney disease stage 2 (disorder),431856006,Disorder of trunk (disorder)
128121009,Acute bronchitis (disorder),10509002,Disorder of trunk (disorder)
128121009,Gallbladder calculus (disorder),235919008,Disorder of trunk (disorder)
128121009,Pulmonary emphysema (disorder),87433001,Disorder of trunk (disorder)
128121009,Secondary malignant neoplasm of colon (disorder),94260004,Disorder of trunk (disorder)
128121009,Chronic congestive heart failure (disorder),88805009,Disorder of trunk (disorder)
128121009,Atrial fibrillation (disorder),49436004,Disorder of trunk (disorder)
128121009,Escherichia coli urinary tract infection (disorder),301011002,Disorder of trunk (disorder)
128121009,Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Disorder of trunk (disorder)
128121009,Bleeding from anus,6072007,Disorder of trunk (disorder)
128121009,Myocardial infarction (disorder),22298006,Disorder of trunk (disorder)
128121009,Non-small cell lung cancer (disorder),254637007,Disorder of trunk (disorder)
128121009,Rupture of appendix,47693006,Disorder of trunk (disorder)
128121009,Recurrent urinary tract infection (disorder),197927001,Disorder of trunk (disorder)
128121009,Cystitis (disorder),38822007,Disorder of trunk (disorder)
128121009,Overlapping malignant neoplasm of colon (disorder),109838007,Disorder of trunk (disorder)
128126004,Fracture of vertebral column with spinal cord injury (disorder),1734006,Injury of central nervous system (disorder)
128126004,Concussion with no loss of consciousness (disorder),62106007,Injury of central nervous system (disorder)
128126004,Traumatic brain injury (disorder),127295002,Injury of central nervous system (disorder)
128126004,Brain damage - traumatic,275272006,Injury of central nervous system (disorder)
128126004,Concussion injury of brain (disorder),110030002,Injury of central nervous system (disorder)
128126004,Concussion with loss of consciousness (disorder),62564004,Injury of central nervous system (disorder)
128127008,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Visual system disorder (disorder)
128127008,Blindness due to type 2 diabetes mellitus (disorder),60951000119105,Visual system disorder (disorder)
128127008,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Visual system disorder (disorder)
128127008,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),1551000119108,Visual system disorder (disorder)
128127008,Retinopathy due to type 2 diabetes mellitus (disorder),422034002,Visual system disorder (disorder)
128130001,Sprain of wrist (disorder),70704007,Disorder of wrist region (disorder)
128130001,Fracture subluxation of wrist (disorder),263102004,Disorder of wrist region (disorder)
128132009,Laceration of forearm,283371005,Disorder of forearm (disorder)
128132009,Fracture of forearm (disorder),65966004,Disorder of forearm (disorder)
128134005,Tubal pregnancy (disorder),79586000,Fallopian tube disorder (disorder)
128135006,Laceration of thigh,283385000,Disorder of thigh (disorder)
128136007,Injury of anterior cruciate ligament (disorder),444470001,Disorder of knee (disorder)
128136007,Tear of meniscus of knee (disorder),239720000,Disorder of knee (disorder)
128136007,Rupture of patellar tendon (disorder),30832001,Disorder of knee (disorder)
128136007,Osteoarthritis of knee (disorder),239873007,Disorder of knee (disorder)
128136007,Injury of medial collateral ligament of knee (disorder),444448004,Disorder of knee (disorder)
128138008,Fracture of ankle (disorder),16114001,Disorder of ankle (disorder)
128138008,Sprain of ankle (disorder),44465007,Disorder of ankle (disorder)
128139000,Chronic obstructive bronchitis (disorder),185086009,Inflammatory disorder (disorder)
128139000,Viral sinusitis (disorder),444814009,Inflammatory disorder (disorder)
128139000,Perennial allergic rhinitis (disorder),446096008,Inflammatory disorder (disorder)
128139000,Acute bacterial sinusitis (disorder),75498004,Inflammatory disorder (disorder)
128139000,Pyelonephritis (disorder),45816000,Inflammatory disorder (disorder)
128139000,Sinusitis (disorder),36971009,Inflammatory disorder (disorder)
128139000,Acute bronchitis (disorder),10509002,Inflammatory disorder (disorder)
128139000,Acute viral pharyngitis (disorder),195662009,Inflammatory disorder (disorder)
128139000,Contact dermatitis (disorder),40275004,Inflammatory disorder (disorder)
128139000,Chronic sinusitis (disorder),40055000,Inflammatory disorder (disorder)
128139000,Cystitis (disorder),38822007,Inflammatory disorder (disorder)
128139000,Pneumonia (disorder),233604007,Inflammatory disorder (disorder)
128139000,Streptococcal sore throat (disorder),43878008,Inflammatory disorder (disorder)
128139000,Rheumatoid arthritis (disorder),69896004,Inflammatory disorder (disorder)
128139000,Seasonal allergic rhinitis (disorder),367498001,Inflammatory disorder (disorder)
128139000,Atopic dermatitis (disorder),24079001,Inflammatory disorder (disorder)
128139000,Acute cholecystitis (disorder),65275009,Inflammatory disorder (disorder)
128139000,Otitis media (disorder),65363002,Inflammatory disorder (disorder)
128139000,Sepsis caused by Pseudomonas (disorder),448813005,Inflammatory disorder (disorder)
128139000,Appendicitis (disorder),74400008,Inflammatory disorder (disorder)
128139000,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Inflammatory disorder (disorder)
128145008,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Mucosal finding (finding)
128145008,Seasonal allergic rhinitis (disorder),367498001,Mucosal finding (finding)
128145008,Perennial allergic rhinitis (disorder),446096008,Mucosal finding (finding)
128187005,Chronic intractable migraine without aura (disorder),124171000119105,Vascular headache (disorder)
128237006,Primary fibromyalgia syndrome (disorder),95417003,Chronic disease of musculoskeletal system (disorder)
128238001,Chronic congestive heart failure (disorder),88805009,Chronic heart disease (disorder)
128239009,Concussion with no loss of consciousness (disorder),62106007,Injury of nervous system (disorder)
128239009,Fracture of vertebral column with spinal cord injury (disorder),1734006,Injury of nervous system (disorder)
128239009,Concussion injury of brain (disorder),110030002,Injury of nervous system (disorder)
128239009,Traumatic brain injury (disorder),127295002,Injury of nervous system (disorder)
128239009,Concussion with loss of consciousness (disorder),62564004,Injury of nervous system (disorder)
128239009,Brain damage - traumatic,275272006,Injury of nervous system (disorder)
128268005,Osteoarthritis of hip (disorder),239872002,Arthropathy of pelvis (disorder)
128272009,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Disorder of lower respiratory system (disorder)
128272009,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Disorder of lower respiratory system (disorder)
128272009,Non-small cell lung cancer (disorder),254637007,Disorder of lower respiratory system (disorder)
128272009,Pneumonia (disorder),233604007,Disorder of lower respiratory system (disorder)
128272009,Small cell carcinoma of lung (disorder),254632001,Disorder of lower respiratory system (disorder)
128272009,Acute bronchitis (disorder),10509002,Disorder of lower respiratory system (disorder)
128272009,Pulmonary emphysema (disorder),87433001,Disorder of lower respiratory system (disorder)
128272009,Chronic obstructive bronchitis (disorder),185086009,Disorder of lower respiratory system (disorder)
128283000,Chronic paralysis due to lesion of spinal cord (disorder),698754002,Chronic nervous system disorder (disorder)
128283000,Chronic intractable migraine without aura (disorder),124171000119105,Chronic nervous system disorder (disorder)
128284006,Recurrent rectal polyp (disorder),713197008,Chronic digestive system disorder (disorder)
128290005,Chronic kidney disease stage 3 (disorder),433144002,Chronic disease of genitourinary system (disorder)
128290005,Chronic kidney disease stage 2 (disorder),431856006,Chronic disease of genitourinary system (disorder)
128290005,Recurrent urinary tract infection (disorder),197927001,Chronic disease of genitourinary system (disorder)
128290005,Chronic kidney disease stage 1 (disorder),431855005,Chronic disease of genitourinary system (disorder)
128292002,Chronic congestive heart failure (disorder),88805009,Chronic disease of cardiovascular system (disorder)
128292002,Chronic intractable migraine without aura (disorder),124171000119105,Chronic disease of cardiovascular system (disorder)
128294001,Chronic obstructive bronchitis (disorder),185086009,Chronic inflammatory disorder (disorder)
128294001,Chronic sinusitis (disorder),40055000,Chronic inflammatory disorder (disorder)
128303001,Rectal polypectomy (procedure),274031008,Surgical removal (procedure)
128303001,Excision of axillary lymph node (procedure),234262008,Surgical removal (procedure)
128303001,Excision of sentinel lymph node (procedure),443497002,Surgical removal (procedure)
128303001,Prostatectomy (procedure),90470006,Surgical removal (procedure)
128303001,Lumpectomy of breast (procedure),392021009,Surgical removal (procedure)
128303001,Cholecystectomy (procedure),38102005,Surgical removal (procedure)
128303001,Partial resection of colon (procedure),43075005,Surgical removal (procedure)
128303001,Laparoscopic cholecystectomy (procedure),45595009,Surgical removal (procedure)
128303001,Lung volume reduction surgery (procedure),429609002,Surgical removal (procedure)
128303001,Vasectomy (procedure),22523008,Surgical removal (procedure)
128303001,Amputation above-knee (procedure),79733001,Surgical removal (procedure)
128303001,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),445912000,Surgical removal (procedure)
128303001,Excision of breast tissue (procedure),69031006,Surgical removal (procedure)
128303001,Amputation of the foot (procedure),180030006,Surgical removal (procedure)
128311006,Thoracentesis (procedure),91602002,Procedure on serous sac (procedure)
128312004,Cesarean section (procedure),11466000,Procedure on female genital organ (procedure)
128312004,Replacement of contraceptive intrauterine device,46706006,Procedure on female genital organ (procedure)
128312004,Fetal anatomy study,271442007,Procedure on female genital organ (procedure)
128312004,Evaluation of uterine fundal height,274804006,Procedure on female genital organ (procedure)
128312004,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),445912000,Procedure on female genital organ (procedure)
128312004,Ultrasound scan for fetal viability (procedure),169230002,Procedure on female genital organ (procedure)
128312004,Methotrexate injection into tubal pregnancy,236931002,Procedure on female genital organ (procedure)
128312004,Removal of intrauterine device,68254000,Procedure on female genital organ (procedure)
128312004,Insertion of intrauterine contraceptive device,65200003,Procedure on female genital organ (procedure)
128312004,Bilateral tubal ligation (procedure),287664005,Procedure on female genital organ (procedure)
128313009,Prostatectomy (procedure),90470006,Procedure on male genital organ (procedure)
128313009,Vasectomy (procedure),22523008,Procedure on male genital organ (procedure)
128313009,Biopsy of prostate (procedure),65575008,Procedure on male genital organ (procedure)
128348002,Malignant neoplasm of colon (disorder),363406005,Neoplasm of digestive system (disorder)
128348002,Primary malignant neoplasm of colon (disorder),93761005,Neoplasm of digestive system (disorder)
128348002,Overlapping malignant neoplasm of colon (disorder),109838007,Neoplasm of digestive system (disorder)
128348002,Secondary malignant neoplasm of colon (disorder),94260004,Neoplasm of digestive system (disorder)
128398001,Acute viral pharyngitis (disorder),195662009,Infectious disease of digestive tract (disorder)
128398001,Streptococcal sore throat (disorder),43878008,Infectious disease of digestive tract (disorder)
128411005,Replacement of contraceptive intrauterine device,46706006,Removal of device from genitourinary system (procedure)
128411005,Removal of intrauterine device,68254000,Removal of device from genitourinary system (procedure)
128413008,Biopsy of prostate (procedure),65575008,Biopsy of male genital system (procedure)
128415001,Overlapping malignant neoplasm of colon (disorder),109838007,Neoplasm of digestive tract (disorder)
128415001,Primary malignant neoplasm of colon (disorder),93761005,Neoplasm of digestive tract (disorder)
128415001,Malignant neoplasm of colon (disorder),363406005,Neoplasm of digestive tract (disorder)
128415001,Secondary malignant neoplasm of colon (disorder),94260004,Neoplasm of digestive tract (disorder)
128462008,Secondary malignant neoplasm of colon (disorder),94260004,Secondary malignant neoplastic disease (disorder)
128482007,Acute bacterial sinusitis (disorder),75498004,Acute inflammatory disease (disorder)
128482007,Acute viral pharyngitis (disorder),195662009,Acute inflammatory disease (disorder)
128482007,Acute bronchitis (disorder),10509002,Acute inflammatory disease (disorder)
128482007,Acute cholecystitis (disorder),65275009,Acute inflammatory disease (disorder)
128524007,Primary malignant neoplasm of colon (disorder),93761005,Disorder of colon (disorder)
128524007,Secondary malignant neoplasm of colon (disorder),94260004,Disorder of colon (disorder)
128524007,Polyp of colon (disorder),68496003,Disorder of colon (disorder)
128524007,Overlapping malignant neoplasm of colon (disorder),109838007,Disorder of colon (disorder)
128524007,Malignant neoplasm of colon (disorder),363406005,Disorder of colon (disorder)
128536001,Retinopathy due to type 2 diabetes mellitus (disorder),422034002,Disorder of posterior segment of eye (disorder)
128536001,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Disorder of posterior segment of eye (disorder)
128536001,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Disorder of posterior segment of eye (disorder)
128536001,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),1551000119108,Disorder of posterior segment of eye (disorder)
128538000,Removal of subcutaneous contraceptive,301807007,Removal of device (procedure)
128538000,Removal of intrauterine device,68254000,Removal of device (procedure)
128538000,Replacement of contraceptive intrauterine device,46706006,Removal of device (procedure)
128598002,Contact dermatitis (disorder),40275004,Disorder of integument (disorder)
128598002,Epidermal burn of skin (disorder),403190006,Disorder of integument (disorder)
128598002,Atopic dermatitis (disorder),24079001,Disorder of integument (disorder)
128598002,Partial thickness burn (disorder),403191005,Disorder of integument (disorder)
128598002,Full thickness burn (disorder),403192003,Disorder of integument (disorder)
128599005,Myocardial infarction (disorder),22298006,Structural disorder of heart (disorder)
128599005,Coronary arteriosclerosis (disorder),53741008,Structural disorder of heart (disorder)
128604004,Blighted ovum (disorder),35999006,Disorder of product of conception (disorder)
128605003,"Localized, primary osteoarthritis of the hand (disorder)",201834006,Disorder of extremity (disorder)
128605003,Laceration of thigh,283385000,Disorder of extremity (disorder)
128605003,Injury of tendon of the rotator cuff of shoulder (disorder),307731004,Disorder of extremity (disorder)
128605003,Injury of medial collateral ligament of knee (disorder),444448004,Disorder of extremity (disorder)
128605003,Injury of anterior cruciate ligament (disorder),444470001,Disorder of extremity (disorder)
128605003,Fracture subluxation of wrist (disorder),263102004,Disorder of extremity (disorder)
128605003,Rupture of patellar tendon (disorder),30832001,Disorder of extremity (disorder)
128605003,Fracture of ankle (disorder),16114001,Disorder of extremity (disorder)
128605003,Laceration of forearm,283371005,Disorder of extremity (disorder)
128605003,Fracture of clavicle (disorder),58150001,Disorder of extremity (disorder)
128605003,Laceration of hand,284549007,Disorder of extremity (disorder)
128605003,Closed fracture of hip (disorder),359817006,Disorder of extremity (disorder)
128605003,Laceration of foot (disorder),284551006,Disorder of extremity (disorder)
128605003,Osteoarthritis of knee (disorder),239873007,Disorder of extremity (disorder)
128605003,Osteoarthritis of hip (disorder),239872002,Disorder of extremity (disorder)
128605003,Tear of meniscus of knee (disorder),239720000,Disorder of extremity (disorder)
128605003,Sprain of ankle (disorder),44465007,Disorder of extremity (disorder)
128605003,Sprain of wrist (disorder),70704007,Disorder of extremity (disorder)
128605003,Fracture of forearm (disorder),65966004,Disorder of extremity (disorder)
128606002,Microalbuminuria due to type 2 diabetes mellitus (disorder),90781000119102,Disorder of the urinary system (disorder)
128606002,Proteinuria due to type 2 diabetes mellitus (disorder),157141000119108,Disorder of the urinary system (disorder)
128606002,Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Disorder of the urinary system (disorder)
128606002,Cystitis (disorder),38822007,Disorder of the urinary system (disorder)
128606002,Chronic kidney disease stage 2 (disorder),431856006,Disorder of the urinary system (disorder)
128606002,Escherichia coli urinary tract infection (disorder),301011002,Disorder of the urinary system (disorder)
128606002,Chronic kidney disease stage 1 (disorder),431855005,Disorder of the urinary system (disorder)
128606002,Pyelonephritis (disorder),45816000,Disorder of the urinary system (disorder)
128606002,Chronic kidney disease stage 3 (disorder),433144002,Disorder of the urinary system (disorder)
128606002,Recurrent urinary tract infection (disorder),197927001,Disorder of the urinary system (disorder)
128613002,Epilepsy (disorder),84757009,Seizure disorder (disorder)
128613002,Eclampsia in pregnancy (disorder),198992004,Seizure disorder (disorder)
128927009,Intubation,52765003,Procedure by method (procedure)
128927009,Urine screening test for diabetes,395123002,Procedure by method (procedure)
128927009,Standard pregnancy test,252160004,Procedure by method (procedure)
128927009,Bilateral tubal ligation (procedure),287664005,Procedure by method (procedure)
128927009,Asthma screening,171231001,Procedure by method (procedure)
128927009,Construction of diverting colostomy (procedure),387607004,Procedure by method (procedure)
128927009,Cesarean section (procedure),11466000,Procedure by method (procedure)
128927009,Thoracentesis (procedure),91602002,Procedure by method (procedure)
128927009,Direct current cardioversion (procedure),180325003,Procedure by method (procedure)
128927009,Radiography of ankle (procedure),19490002,Procedure by method (procedure)
128927009,Brief general examination (procedure),162676008,Procedure by method (procedure)
128927009,Interstitial brachytherapy (procedure),113120007,Procedure by method (procedure)
128927009,Plain X-ray of clavicle (procedure),168594001,Procedure by method (procedure)
128927009,RhD passive immunization,51116004,Procedure by method (procedure)
128927009,Ultrasonography of bilateral breasts (procedure),1571000087109,Procedure by method (procedure)
128927009,Excision of sentinel lymph node (procedure),443497002,Procedure by method (procedure)
128927009,Depression screening,171207006,Procedure by method (procedure)
128927009,Screening for chromosomal aneuploidy in prenatal amniotic fluid,443529005,Procedure by method (procedure)
128927009,Screening mammography (procedure),24623002,Procedure by method (procedure)
128927009,General examination of patient (procedure),162673000,Procedure by method (procedure)
128927009,Urine culture,117010004,Procedure by method (procedure)
128927009,Physical examination procedure (procedure),5880005,Procedure by method (procedure)
128927009,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),445912000,Procedure by method (procedure)
128927009,Intravenous antibiotic therapy,281790008,Procedure by method (procedure)
128927009,Insertion of biventricular implantable cardioverter defibrillator,447365002,Procedure by method (procedure)
128927009,Administration of vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (procedure),399014008,Procedure by method (procedure)
128927009,Mental health screening (procedure),385892002,Procedure by method (procedure)
128927009,Peripheral blood smear interpretation (procedure),14768001,Procedure by method (procedure)
128927009,Urine screening for glucose,268556000,Procedure by method (procedure)
128927009,Domiciliary or rest home patient evaluation and management,210098006,Procedure by method (procedure)
128927009,Total replacement of hip (procedure),52734007,Procedure by method (procedure)
128927009,Echocardiography (procedure),40701008,Procedure by method (procedure)
128927009,Removal of intrauterine device,68254000,Procedure by method (procedure)
128927009,Single lung transplant (procedure),232657004,Procedure by method (procedure)
128927009,Removal of subcutaneous contraceptive,301807007,Procedure by method (procedure)
128927009,Nasal sinus endoscopy (procedure),112790001,Procedure by method (procedure)
128927009,Well child visit (procedure),410620009,Procedure by method (procedure)
128927009,Intracavitary brachytherapy (procedure),384692006,Procedure by method (procedure)
128927009,Mammogram - symptomatic (procedure),241055006,Procedure by method (procedure)
128927009,Transthoracic three dimensional ultrasonography of heart (procedure),434158009,Procedure by method (procedure)
128927009,Episiotomy (procedure),85548006,Procedure by method (procedure)
128927009,Surgical manipulation of joint of knee (procedure),699253003,Procedure by method (procedure)
128927009,Transplant of lung (procedure),88039007,Procedure by method (procedure)
128927009,Take blood sample,82078001,Procedure by method (procedure)
128927009,Intravenous injection (procedure),43060002,Procedure by method (procedure)
128927009,Microbial culture of sputum (procedure),104173009,Procedure by method (procedure)
128927009,Electrocardiographic procedure (procedure),29303009,Procedure by method (procedure)
128927009,Insertion of subcutaneous contraceptive,169553002,Procedure by method (procedure)
128927009,Medication Reconciliation (procedure),430193006,Procedure by method (procedure)
128927009,Gonorrhea infection test,165829005,Procedure by method (procedure)
128927009,Epidural anesthesia (procedure),18946005,Procedure by method (procedure)
128927009,Bone immobilization,274474001,Procedure by method (procedure)
128927009,Throat culture (procedure),117015009,Procedure by method (procedure)
128927009,Screen for 20 common genetic mutations of cystic fibrosis using amplification refractory mutation system polymerase chain reaction assay technique (procedure),444260001,Procedure by method (procedure)
128927009,"Skin test for tuberculosis, Tine test (procedure)",28163009,Procedure by method (procedure)
128927009,Screening for occult blood in feces (procedure),104435004,Procedure by method (procedure)
128927009,Suture open wound,288086009,Procedure by method (procedure)
128927009,Manual pelvic examination (procedure),35025007,Procedure by method (procedure)
128927009,Sweat Test,86964003,Procedure by method (procedure)
128927009,Evaluation of uterine fundal height,274804006,Procedure by method (procedure)
128927009,Blood group typing (procedure),44608003,Procedure by method (procedure)
128927009,Referral to hypertension clinic,183856001,Procedure by method (procedure)
128927009,Periodic reevaluation and management of healthy individual (procedure),86013001,Procedure by method (procedure)
128927009,Asthma self management,699728000,Procedure by method (procedure)
128927009,Urine protein test (procedure),167271000,Procedure by method (procedure)
128927009,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,Procedure by method (procedure)
128927009,Total knee replacement (procedure),609588000,Procedure by method (procedure)
128927009,Oral Glucose Tolerance Test,113076002,Procedure by method (procedure)
128927009,Magnetic resonance imaging for measurement of brain volume (procedure),698354004,Procedure by method (procedure)
128927009,Telemedicine consultation with patient,448337001,Procedure by method (procedure)
128927009,Postnatal visit,169762003,Procedure by method (procedure)
128927009,Alpha-fetoprotein test,275833003,Procedure by method (procedure)
128927009,Electroencephalogram (procedure),54550000,Procedure by method (procedure)
128927009,Rectal polypectomy (procedure),274031008,Procedure by method (procedure)
128927009,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization (procedure),434363004,Procedure by method (procedure)
128927009,Colonoscopy (procedure),73761001,Procedure by method (procedure)
128927009,Bone density scan (procedure),312681000,Procedure by method (procedure)
128927009,Consultation for treatment,698314001,Procedure by method (procedure)
128927009,Prostatectomy (procedure),90470006,Procedure by method (procedure)
128927009,Transthoracic echocardiography (procedure),433236007,Procedure by method (procedure)
128927009,Renal dialysis (procedure),265764009,Procedure by method (procedure)
128927009,Measurement of Varicella-zoster virus antibody,104326007,Procedure by method (procedure)
128927009,Catheter ablation of tissue of heart (procedure),18286008,Procedure by method (procedure)
128927009,Radiography of humerus (procedure),1225002,Procedure by method (procedure)
128927009,Agreeing on diabetes care plan,703040004,Procedure by method (procedure)
128927009,Fine needle aspiration biopsy of lung (procedure),432231006,Procedure by method (procedure)
128927009,Insertion of intrauterine contraceptive device,65200003,Procedure by method (procedure)
128927009,Ultrasound scan for fetal viability (procedure),169230002,Procedure by method (procedure)
128927009,Magnetic resonance imaging of breast (procedure),241615005,Procedure by method (procedure)
128927009,Intravenous blood transfusion of packed cells (procedure),180207008,Procedure by method (procedure)
128927009,Lung volume reduction surgery (procedure),429609002,Procedure by method (procedure)
128927009,Pelvis X-ray (procedure),268425006,Procedure by method (procedure)
128927009,Spirometry (procedure),127783003,Procedure by method (procedure)
128927009,Laparoscopic cholecystectomy (procedure),45595009,Procedure by method (procedure)
128927009,Measurement of respiratory function (procedure),23426006,Procedure by method (procedure)
128927009,Incision of trachea (procedure),48387007,Procedure by method (procedure)
128927009,Hemoglobin / Hematocrit / Platelet count,104091002,Procedure by method (procedure)
128927009,Radiologic examination of knee (procedure),74016001,Procedure by method (procedure)
128927009,Sputum microscopy (procedure),167995008,Procedure by method (procedure)
128927009,Computed tomography of chest and abdomen,418891003,Procedure by method (procedure)
128927009,Subcutaneous immunotherapy,180256009,Procedure by method (procedure)
128927009,Chlamydia antigen test,310861008,Procedure by method (procedure)
128927009,Lifestyle education regarding hypertension,443402002,Procedure by method (procedure)
128927009,Biopsy of breast (procedure),122548005,Procedure by method (procedure)
128927009,Digital examination of rectum (procedure),410006001,Procedure by method (procedure)
128927009,Amputation above-knee (procedure),79733001,Procedure by method (procedure)
128927009,Neonatal Screening,60151004,Procedure by method (procedure)
128927009,Mammography (procedure),71651007,Procedure by method (procedure)
128927009,Sputum examination (procedure),269911007,Procedure by method (procedure)
128927009,Coronary artery bypass grafting (procedure),232717009,Procedure by method (procedure)
128927009,Injection of tetanus antitoxin,384700001,Procedure by method (procedure)
128927009,Chemotherapy (procedure),367336001,Procedure by method (procedure)
128927009,Biopsy of prostate (procedure),65575008,Procedure by method (procedure)
128927009,Hepatitis B Surface Antigen Measurement,47758006,Procedure by method (procedure)
128927009,Sentinel lymph node biopsy (procedure),396487001,Procedure by method (procedure)
128927009,Hepatitis C antibody test,104375008,Procedure by method (procedure)
128927009,Lumpectomy of breast (procedure),392021009,Procedure by method (procedure)
128927009,Excision of axillary lymph node (procedure),234262008,Procedure by method (procedure)
128927009,Intramuscular injection,76601001,Procedure by method (procedure)
128927009,Review of systems (procedure),415300000,Procedure by method (procedure)
128927009,Combined chemotherapy and radiation therapy (procedure),703423002,Procedure by method (procedure)
128927009,Allergic disorder follow-up assessment,170838006,Procedure by method (procedure)
128927009,Replacement of contraceptive intrauterine device,46706006,Procedure by method (procedure)
128927009,Methotrexate injection into tubal pregnancy,236931002,Procedure by method (procedure)
128927009,Ultrasonography of abdomen right upper quadrant and epigastrium,426701000119108,Procedure by method (procedure)
128927009,Syphilis infection test,269828009,Procedure by method (procedure)
128927009,Diagnostic fiberoptic bronchoscopy (procedure),173160006,Procedure by method (procedure)
128927009,Allergic disorder initial assessment,170837001,Procedure by method (procedure)
128927009,Auscultation of the fetal heart,225158009,Procedure by method (procedure)
128927009,Human immunodeficiency virus antigen test,31676001,Procedure by method (procedure)
128927009,Cholecystectomy (procedure),38102005,Procedure by method (procedure)
128927009,Biopsy of colon (procedure),76164006,Procedure by method (procedure)
128927009,Injection of adrenaline,313191000,Procedure by method (procedure)
128927009,Initial Psychiatric Interview with mental status evaluation,79094001,Procedure by method (procedure)
128927009,Counseling for termination of pregnancy (procedure),10383002,Procedure by method (procedure)
128927009,Suicide risk assessment (procedure),225337009,Procedure by method (procedure)
128927009,Fetal anatomy study,271442007,Procedure by method (procedure)
128927009,Streptococcus pneumoniae group B antigen test,118001005,Procedure by method (procedure)
128927009,Excision of breast tissue (procedure),69031006,Procedure by method (procedure)
128927009,Brachytherapy of breast (procedure),447759004,Procedure by method (procedure)
