conceptId,descendantCount,snomedConcept,snomedIdentifier,term
9735005,129.0,Colostomy (procedure),398740003,Repair of colon (procedure)
83607001,100.0,Colposcopy (procedure),392003006,Gynecologic examination (procedure)
117259009,236.0,Colposcopy (procedure),392003006,Microscopy (procedure)
423342001,8.0,Colposcopy (procedure),392003006,Colposcopic procedure (procedure)
118940003,7201.0,Coma (disorder),371632003,Disorder of nervous system (disorder)
419045004,113.0,Coma (disorder),371632003,Loss of consciousness (finding)
281794004,37.0,Common cold (disorder),82272006,Viral upper respiratory tract infection (disorder)
253302006,20.0,Common truncus arteriosus (disorder),61959006,Single outlet ventriculoarterial connection (disorder)
234122004,33.0,Common truncus arteriosus (disorder),61959006,Persistence of primitive artery (disorder)
105606008,3576.0,Compartment syndrome (disorder),111245009,Injury of musculoskeletal system (disorder)
419026008,699.0,Compartment syndrome (disorder),111245009,Effect of exposure to physical force (finding)
210366009,4.0,Complete avulsion of tooth (disorder),109671008,Dislocation of tooth (disorder)
301913002,314.0,Complete obstruction of lacrimal canaliculus (disorder),231839000,Lesion of eyelid (finding)
416920000,3.0,Complete obstruction of lacrimal canaliculus (disorder),231839000,Obstruction of lacrimal canaliculus (disorder)
253297008,1.0,Complete transposition of great vessels (disorder),26146002,Transposition of aorta (disorder)
93347003,4.0,Complete transposition of great vessels (disorder),26146002,Congenital malposition of pulmonary artery (disorder)
59033006,20.0,Complete trisomy 18 syndrome (disorder),51500006,Anomaly of chromosome pair 18 (disorder)
270521004,226.0,Complete trisomy 18 syndrome (disorder),51500006,Trisomy and partial trisomy of autosome (disorder)
270521004,226.0,Complete trisomy 21 syndrome (disorder),41040004,Trisomy and partial trisomy of autosome (disorder)
70156005,27.0,Complete trisomy 21 syndrome (disorder),41040004,Anomaly of chromosome pair 21 (disorder)
42658009,1379.0,Complex regional pain syndrome (disorder),128200000,Disorder of the peripheral nervous system (disorder)
128283000,178.0,Complex regional pain syndrome (disorder),128200000,Chronic nervous system disorder (disorder)
279001004,927.0,Complex regional pain syndrome (disorder),128200000,Pain finding at anatomical site (finding)
373621006,27.0,Complex regional pain syndrome (disorder),128200000,Chronic pain syndrome (disorder)
57182000,401.0,Compression injury of nerve (disorder),84116009,Nerve injury (disorder)
417746004,7653.0,Compression injury of nerve (disorder),84116009,Traumatic injury (disorder)
12479006,30.0,Compulsive hoarding (finding),247968005,Compulsive behavior (finding)
248025009,1.0,Compulsive hoarding (finding),247968005,Hoarding (finding)
363680008,3646.0,Computerized axial tomography (procedure),77477000,Radiographic imaging procedure (procedure)
127295002,167.0,Concussion injury of brain (disorder),110030002,Traumatic brain injury (disorder)
708540005,38.0,Concussion injury of brain (disorder),110030002,Concussion injury of body structure (disorder)
267395000,32.0,Congenital adrenal hyperplasia (disorder),237751000,Adrenogenital disorder (disorder)
237777008,28.0,Congenital adrenal hyperplasia (disorder),237751000,Adrenocortical hyperplasia (disorder)
60637003,39.0,Congenital adrenal hyperplasia (disorder),237751000,Congenital anomaly of adrenal gland (disorder)
363104002,232.0,Congenital adrenal hyperplasia (disorder),237751000,Hereditary disorder of endocrine system (disorder)
85995004,1554.0,Congenital adrenal hyperplasia (disorder),237751000,Autosomal recessive hereditary disorder (disorder)
363070008,1812.0,Congenital adrenal hyperplasia (disorder),237751000,Developmental hereditary disorder (disorder)
11851006,158.0,Congenital anomaly of mitral valve (disorder),75372006,Mitral valve disorder (disorder)
70320004,290.0,Congenital anomaly of mitral valve (disorder),75372006,Congenital anomaly of heart valve (disorder)
737155005,75.0,Congenital anomaly of mitral valve (disorder),75372006,Congenital anomaly of atrioventricular valve (disorder)
79191007,160.0,Congenital anomaly of skeletal muscle (disorder),89886004,Congenital anomaly of muscle AND/OR tendon (disorder)
75047002,1087.0,Congenital anomaly of skeletal muscle (disorder),89886004,Disorder of skeletal muscle (disorder)
301109008,48.0,Congenital atresia of tricuspid valve (disorder),63042009,Tricuspid valve lesion (finding)
4374004,33.0,Congenital atresia of tricuspid valve (disorder),63042009,Congenital anomaly of tricuspid valve (disorder)
123656005,18.0,Congenital atresia of tricuspid valve (disorder),63042009,Congenital atresia of cardiac valve (disorder)
128599005,2102.0,Congenital heart disease (disorder),13213009,Structural disorder of heart (disorder)
363035006,1465.0,Congenital heart disease (disorder),13213009,Congenital anomaly of thorax (disorder)
363028003,1279.0,Congenital heart disease (disorder),13213009,Congenital anomaly of cardiovascular structure of trunk (disorder)
715337002,5.0,Congenital herpes simplex (disorder),91576008,Congenital infection caused by Herpes virus (disorder)
88594005,113.0,Congenital herpes simplex (disorder),91576008,Herpes simplex (disorder)
700011003,174.0,Congenital hip dysplasia (disorder),52781008,Disorder of pelvic girdle (disorder)
428097001,206.0,Congenital hip dysplasia (disorder),52781008,Disorder of hip joint (disorder)
93017005,85.0,Congenital hip dysplasia (disorder),52781008,Congenital anomaly of pelvic bones (disorder)
879910002,1317.0,Congenital hip dysplasia (disorder),52781008,Finding of bone of lower limb (finding)
105986008,582.0,Congenital hip dysplasia (disorder),52781008,Congenital skeletal dysplasia (disorder)
298149009,1486.0,Congenital hip dysplasia (disorder),52781008,Lesion of joint (finding)
237513002,74.0,Congenital hip dysplasia (disorder),52781008,Congenital anomaly of bone and joint (disorder)
128599005,2102.0,Congestive cardiomyopathy (disorder),399020009,Structural disorder of heart (disorder)
85898001,169.0,Congestive cardiomyopathy (disorder),399020009,Cardiomyopathy (disorder)
128295000,746.0,Conjunctivitis (disorder),9826008,Inflammatory disorder of the eye (disorder)
95770005,240.0,Conjunctivitis (disorder),9826008,Inflammation of orbit proper (disorder)
363169009,6848.0,Conjunctivitis (disorder),9826008,Inflammation of specific body organs (disorder)
95361005,371.0,Conjunctivitis (disorder),9826008,Inflammatory disease of mucous membrane (disorder)
59698003,389.0,Conjunctivitis (disorder),9826008,Disorder of conjunctiva (disorder)
88111009,92.0,Constipation (finding),14760008,Altered bowel function (finding)
609624008,10230.0,Constipation (finding),14760008,Finding of abdomen (finding)
473010000,2132.0,Contact dermatitis (disorder),40275004,Hypersensitivity condition (finding)
817956002,304.0,Contact dermatitis (disorder),40275004,Exogenous dermatitis (disorder)
410049000,8.0,Contact dermatitis caused by poison ivy (disorder),200823002,Contact dermatitis caused by urushiol from Toxicodendron (disorder)
735645009,109.0,Contusion of eye (disorder),367423000,Contusion of head (disorder)
282752000,377.0,Contusion of eye (disorder),367423000,Injury of eye region (disorder)
232118008,10.0,Convergence insufficiency (disorder),194131002,Anomaly of vergence system (disorder)
120095006,16.0,Corneal transplant (procedure),60656008,Eye structure transplantation (procedure)
72208004,127.0,Corneal transplant (procedure),60656008,Operative procedure on cornea (procedure)
129118002,741.0,Coronary angiography (procedure),33367005,Arteriography (procedure)
303827001,707.0,Coronary angiography (procedure),33367005,Trunk angiography (procedure)
441985002,265.0,Coronary angiography (procedure),33367005,Imaging of heart (procedure)
118806004,223.0,Coronary angiography (procedure),33367005,Procedure on coronary arteries (procedure)
128599005,2102.0,Coronary arteriosclerosis (disorder),53741008,Structural disorder of heart (disorder)
72092001,95.0,Coronary arteriosclerosis (disorder),53741008,Arteriosclerotic vascular disease (disorder)
414024009,222.0,Coronary arteriosclerosis (disorder),53741008,Disorder of coronary artery (disorder)
116360008,356.0,Coronary artery bypass grafting (procedure),232717009,Arterial bypass graft (procedure)
713689002,103.0,Coronary artery bypass grafting (procedure),232717009,Repair of coronary artery (procedure)
128128003,84.0,Corticobasal degeneration (disorder),18842008,Disorder of cerebral cortex (disorder)
76349003,219.0,Corticobasal degeneration (disorder),18842008,Extrapyramidal disease (disorder)
70835005,112.0,Corticobasal degeneration (disorder),18842008,Disorder of basal ganglia (disorder)
418143002,127.0,Corticobasal degeneration (disorder),18842008,Cerebral degeneration (disorder)
118946009,6880.0,Costal chondritis (disorder),64109004,Disorder of thorax (disorder)
280133005,1925.0,Costal chondritis (disorder),64109004,Disorder of soft tissue of trunk (disorder)
363173007,53.0,Costal chondritis (disorder),64109004,Inflammatory disorder of cartilage (disorder)
365852007,106.0,Cough (finding),49727002,Respiratory function finding (finding)
25064002,54.0,Cough headache syndrome (finding),95658004,Headache (finding)
128927009,52233.0,Counseling (procedure),409063005,Procedure by method (procedure)
50563003,23.0,Cradle cap (disorder),62742006,Seborrheic dermatitis (disorder)
400082007,716.0,Cradle cap (disorder),62742006,Disorder of skin of head (disorder)
363176004,2127.0,Cradle cap (disorder),62742006,Inflammatory disorder of head (disorder)
239091003,65.0,Cradle cap (disorder),62742006,Dermatosis of infancy (disorder)
238922006,177.0,Cradle cap (disorder),62742006,Disorder of scalp (disorder)
116312005,6960.0,Cramp in lower limb (finding),449917004,Finding of lower limb (finding)
424647005,12.0,Cramp in lower limb (finding),449917004,Cramp in limb (finding)
95004009,4.0,Craniopharyngioma (disorder),189179009,Neoplasm of uncertain behavior of pituitary gland (disorder)
237721006,2.0,Craniopharyngioma (disorder),189179009,Tumor of pituitary and suprasellar region (disorder)
86251006,228.0,Craniopharyngioma (morphologic abnormality),40009002,"Neoplasm, uncertain whether benign or malignant (morphologic abnormality)"
23939000,70.0,Craniosynostosis syndrome (disorder),57219006,Imperfect fusion of skull (disorder)
128999004,957.0,Crohn's disease (disorder),34000006,Inflammatory disorder of digestive tract (disorder)
128561003,346.0,Crohn's disease (disorder),34000006,Disorder characterized by granuloma formation (disorder)
195742007,32.0,Croup (disorder),71186008,Acute lower respiratory tract infection (disorder)
128482007,953.0,Croup (disorder),71186008,Acute inflammatory disease (disorder)
85915003,8.0,Croup (disorder),71186008,Laryngotracheobronchitis (disorder)
54398005,32.0,Croup (disorder),71186008,Acute upper respiratory infection (disorder)
233795005,66.0,Croup (disorder),71186008,Infectious disorder of bronchus (disorder)
312423006,23.0,Croup (disorder),71186008,Infective laryngitis (disorder)
233785003,14.0,Croup (disorder),71186008,Infectious disorder of trachea (disorder)
10087007,54.0,Cutaneous schistosomiasis (disorder),187115002,Infection caused by Schistosoma (disorder)
240813008,6.0,Cutaneous schistosomiasis (disorder),187115002,Cutaneous fluke infection (disorder)
422400008,63.0,Cyclical vomiting syndrome (disorder),18773000,Vomiting (disorder)
106610000,21.0,Cyclospora (organism),103560006,Family Cryptosporidiidae (organism)
46206005,332.0,Cyclothymia (disorder),76105009,Mood disorder (disorder)
60098005,4.0,Cyst of Bartholin's gland duct (disorder),57044006,Cyst of vulva (disorder)
299692008,15.0,Cyst of Bartholin's gland duct (disorder),57044006,Disorder of Bartholin's gland (disorder)
289922002,178.0,Cyst of ovary (disorder),79883001,Mass of ovary (finding)
97171000119100,58.0,Cyst of ovary (disorder),79883001,Cyst of uterine adnexa (disorder)
5552004,309.0,Cyst of ovary (disorder),79883001,Disorder of ovary (disorder)
85995004,1554.0,Cystic fibrosis (disorder),190905008,Autosomal recessive hereditary disorder (disorder)
233661002,21.0,Cystic fibrosis (disorder),190905008,Inherited mucociliary clearance defect (disorder)
42643001,374.0,Cystitis (disorder),38822007,Disorder of urinary bladder (disorder)
373406006,750.0,Cystitis (disorder),38822007,Inflammatory disorder of genitourinary system (disorder)
363169009,6848.0,Cystitis (disorder),38822007,Inflammation of specific body organs (disorder)
50170006,36.0,Cytomegalovirus infection (disorder),28944009,Disease caused by Betaherpesvirinae (disorder)
448938001,12.0,"Cytopathology procedure, preparation of smear, genital source (procedure)",90226004,Preparation of smear (procedure)
77485009,36.0,"Cytopathology procedure, preparation of smear, genital source (procedure)",90226004,Cytopathology procedure or service (procedure)
265711005,114.0,Decompression of lumbar spine (procedure),302129007,Operation on lumbar spine (procedure)
410803008,153.0,Decompression of lumbar spine (procedure),302129007,Decompression operation (procedure)
111293003,257.0,Deep venous thrombosis (disorder),128053003,Venous thrombosis (disorder)
129456006,628.0,Deficiency of butyrylcholinesterase (disorder),360619001,Specific enzyme deficiency (disorder)
106014008,93.0,Delirium (disorder),2776000,Organic mental disorder of unknown etiology (disorder)
286933003,49.0,Delirium (disorder),2776000,Confusional state (disorder)
111479008,402.0,Dementia (disorder),52448006,Organic mental disorder (disorder)
111865007,54.0,Dengue (disorder),38362002,Disease caused by Flavivirus (disorder)
300854002,437.0,Dental abscess (disorder),299709002,Mass of oral cavity (finding)
234947003,773.0,Dental abscess (disorder),299709002,Tooth disorder (disorder)
81546003,25.0,Dental abscess (disorder),299709002,Abscess of oral tissue (disorder)
272251003,118.0,"Denture, device (physical object)",8060009,Intraoral maxillofacial prosthesis (physical object)
27606000,76.0,"Denture, device (physical object)",8060009,"Dental prosthesis, device (physical object)"
26416006,42.0,Dependent drug abuse (disorder),6525002,Drug abuse (disorder)
111475002,106.0,Depersonalization-derealization syndrome (disorder),231519007,Neurosis (disorder)
46206005,332.0,Depressive disorder (disorder),35489007,Mood disorder (disorder)
373591006,250.0,Dermatographic urticaria (disorder),7632005,Disorders of skin caused by physical agents (disorder)
126485001,86.0,Dermatographic urticaria (disorder),7632005,Urticaria (disorder)
703938007,1123.0,Dermatomyositis (disorder),396230008,Inflammatory dermatosis (disorder)
26889001,82.0,Dermatomyositis (disorder),396230008,Myositis (disorder)
59258008,356.0,Dermatophytosis (disorder),47382004,Infection caused by Deuteromycetes (disorder)
276206000,228.0,Dermatophytosis (disorder),47382004,Superficial mycosis (disorder)
4949009,3.0,Developmental coordination disorder (disorder),27544004,Motor skill disorder (disorder)
268674003,34.0,Developmental coordination disorder (disorder),27544004,Developmental disorder of motor function (disorder)
74227009,3.0,Developmental verbal dyspraxia (disorder),229703009,Apraxic aphonia (disorder)
361277007,1.0,Developmental verbal dyspraxia (disorder),229703009,Verbal dyspraxia (disorder)
95433000,56.0,Deviated nasal septum (disorder),126660000,Disorder of nasal septum (disorder)
249316004,6.0,Deviated nasal septum (disorder),126660000,Nasal deviation (finding)
111394006,99.0,Diabetes insipidus (disorder),15771004,Metabolic disorder of transport (disorder)
72442006,26.0,Diabetes insipidus (disorder),15771004,Disorder of posterior pituitary (disorder)
126877002,171.0,Diabetes mellitus (disorder),73211009,Disorder of glucose metabolism (disorder)
362969004,2049.0,Diabetes mellitus (disorder),73211009,Disorder of endocrine system (disorder)
73211009,117.0,Diabetes mellitus type 1 (disorder),46635009,Diabetes mellitus (disorder)
73211009,117.0,Diabetes mellitus type 2 (disorder),44054006,Diabetes mellitus (disorder)
420422005,7.0,Diabetic coma with ketoacidosis (disorder),26298008,Ketoacidosis due to diabetes mellitus (disorder)
420662003,14.0,Diabetic coma with ketoacidosis (disorder),26298008,Coma due to diabetes mellitus (disorder)
363679005,6502.0,Diagnostic ultrasonography (procedure),16310003,Imaging (procedure)
128927009,52233.0,Dialysis procedure (procedure),108241001,Procedure by method (procedure)
88111009,92.0,Diarrhea (finding),62315008,Altered bowel function (finding)
300359004,73.0,Diarrhea and vomiting (finding),249519007,Finding of vomiting (finding)
62315008,72.0,Diarrhea and vomiting (finding),249519007,Diarrhea (finding)
129565002,1208.0,Diffuse spasm of esophagus (disorder),79962008,Disorder of skeletal AND/OR smooth muscle (disorder)
51942003,1.0,Diffuse spasm of esophagus (disorder),79962008,Diffuse spasm (finding)
266434009,20.0,Diffuse spasm of esophagus (disorder),79962008,Esophageal dysmotility (disorder)
250980009,11.0,Direct current cardioversion (procedure),180325003,Cardioversion (procedure)
281572005,14.0,Direct current cardioversion (procedure),180325003,Direct current cardiac shock (procedure)
237460007,90.0,Discharge from nipple (disorder),54302000,Disorder of nipple (disorder)
186747009,16.0,Disease caused by Severe acute respiratory syndrome coronavirus 2 (disorder),840539006,Coronavirus infection (disorder)
111865007,54.0,Disease caused by West Nile virus (disorder),417093003,Disease caused by Flavivirus (disorder)
112638000,163.0,Dislocation (morphologic abnormality),87642003,Displacement (morphologic abnormality)
429554009,206.0,Dislocation of elbow joint (disorder),417558002,Arthropathy of elbow (disorder)
263017003,374.0,Dislocation of elbow joint (disorder),417558002,Dislocation of joint of upper limb (disorder)
399269003,3864.0,Dislocation of joint (disorder),108367008,Arthropathy (disorder)
239732001,41.0,Dislocation of patellofemoral joint (disorder),263029007,Disorder of patellofemoral joint (disorder)
157266009,86.0,Dislocation of patellofemoral joint (disorder),263029007,Dislocation of knee joint (disorder)
430940009,119.0,Dislocation of shoulder joint (disorder),417076003,Disorder of glenohumeral joint (disorder)
263017003,374.0,Dislocation of shoulder joint (disorder),417076003,Dislocation of joint of upper limb (disorder)
362965005,55161.0,Disorder of cardiovascular system (disorder),49601007,Disorder of body system (disorder)
106063007,8056.0,Disorder of cardiovascular system (disorder),49601007,Cardiovascular finding (finding)
62914000,542.0,Disorder of carotid artery (disorder),371160000,Cerebrovascular disease (disorder)
401050002,98.0,Disorder of carotid artery (disorder),371160000,Carotid artery finding (finding)
473449006,1230.0,Disorder of carotid artery (disorder),371160000,Disease of non-coronary systemic artery (disorder)
74627003,408.0,Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Complication due to diabetes mellitus (disorder)
90708001,1209.0,Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Kidney disease (disorder)
118948005,9010.0,Disorder of prostate (disorder),30281009,Disorder of abdomen (disorder)
609620004,3030.0,Disorder of prostate (disorder),30281009,Disorder of pelvis (disorder)
64557000,908.0,Disorder of prostate (disorder),30281009,Disorder of male genital organ (disorder)
249604002,128.0,Disorder of prostate (disorder),30281009,Prostate finding (finding)
2611000119103,18.0,Disorder of smell (disorder),275462005,Sensory disorder of smell and/or taste (disorder)
106151004,17.0,Disorder of smell (disorder),275462005,Finding of sense of smell (finding)
362967002,17.0,Disorder of smell (disorder),275462005,Disorder of olfactory system (disorder)
111590001,888.0,Disorder of spleen (disorder),51244008,Disorder of lymphoid system (disorder)
118948005,9010.0,Disorder of spleen (disorder),51244008,Disorder of abdomen (disorder)
249561001,7859.0,Disorder of spleen (disorder),51244008,Abdominal organ finding (finding)
128599005,2102.0,Dissection of coronary artery (disorder),732230001,Structural disorder of heart (disorder)
414024009,222.0,Dissection of coronary artery (disorder),732230001,Disorder of coronary artery (disorder)
710864009,62.0,Dissection of coronary artery (disorder),732230001,Dissection of artery (disorder)
128491006,42.0,Disseminated idiopathic skeletal hyperostosis (disorder),31487001,Heterotopic ossification (disorder)
363059001,727.0,Disseminated idiopathic skeletal hyperostosis (disorder),31487001,Degenerative disorder of musculoskeletal system (disorder)
111475002,106.0,Dissociative disorder (disorder),44376007,Neurosis (disorder)
365931003,161.0,Disturbance of consciousness (finding),3006004,Finding of level of consciousness (finding)
85919009,2124.0,Diverticular disease (disorder),397881000,Disorder of intestine (disorder)
63532004,75.0,Diverticular disease (disorder),397881000,Multiple diverticula of intestine (finding)
128139000,8382.0,Diverticulitis (disorder),307496006,Inflammatory disorder (disorder)
708039003,77.0,Diverticulitis (morphologic abnormality),18126004,Inflammatory lesion (morphologic abnormality)
31113003,15.0,Diverticulitis (morphologic abnormality),18126004,Diverticulum (morphologic abnormality)
365275006,174.0,Dizziness (finding),404640003,General well-being finding (finding)
82832008,822.0,Dizziness (finding),404640003,General body state finding (finding)
297949006,37.0,Dry skin (finding),16386004,Finding of moistness of skin (finding)
312225001,1650.0,Dupuytren's contracture (disorder),274142002,Musculoskeletal and connective tissue disorder (disorder)
363044007,952.0,Dupuytren's contracture (disorder),274142002,Connective tissue disorder by body site (disorder)
94861008,22.0,Dupuytren's contracture (disorder),274142002,Neoplasm of uncertain behavior of hand (disorder)
363229000,812.0,Dupuytren's contracture (disorder),274142002,Neoplasm of musculoskeletal system (disorder)
299033004,167.0,Dupuytren's contracture (disorder),274142002,Deformity of hand (finding)
410812005,18.0,Dupuytren's contracture (disorder),274142002,Dupuytren's disease (disorder)
299735001,2325.0,Dural arteriovenous fistula (disorder),703166003,Neurological lesion (finding)
428794004,403.0,Dural arteriovenous fistula (disorder),703166003,Fistula (disorder)
15758002,392.0,Dural arteriovenous fistula (disorder),703166003,Disorder of meninges (disorder)
62914000,542.0,Dural arteriovenous fistula (disorder),703166003,Cerebrovascular disease (disorder)
55184003,93.0,Dysenteric diarrhea (disorder),46799006,Infectious enteritis (disorder)
19213003,16.0,Dysenteric diarrhea (disorder),46799006,Infectious diarrheal disease (disorder)
95544006,10.0,Dysenteric diarrhea (disorder),46799006,Inflammatory diarrhea (disorder)
106170009,57.0,Dyslexia (finding),59770006,Dyslexia AND/OR speech dysfunction (finding)
289669005,9.0,Dysmenorrhea (disorder),266599000,Pain of uterus (finding)
373673007,327.0,Dysmenorrhea (disorder),266599000,Disorder characterized by pain (disorder)
386804004,17.0,Dysmenorrhea (disorder),266599000,Disorder of menstruation (disorder)
12337004,665.0,Dysmenorrhea (disorder),266599000,Disorder of uterus (disorder)
106143002,62.0,Dyspareunia (finding),71315007,Sexuality related problem (finding)
247420009,14.0,Dyspareunia (finding),71315007,Sexual function painful (finding)
50410009,4430.0,Dysphagia (disorder),40739000,Disorder of upper digestive tract (disorder)
299734002,22.0,Dyspraxia (finding),6950007,Finding of praxis (finding)
35489007,141.0,Dysthymia (disorder),78667006,Depressive disorder (disorder)
76349003,219.0,Dystonia (disorder),15802004,Extrapyramidal disease (disorder)
231520001,53.0,Eating disorder (disorder),72366004,Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
257277002,55.0,Eaton-Lambert syndrome (disorder),56989000,Combined disorder of muscle AND peripheral nerve (disorder)
256321009,37.0,Eaton-Lambert syndrome (disorder),56989000,Disorder of neuromuscular transmission (disorder)
85828009,461.0,Eaton-Lambert syndrome (disorder),56989000,Autoimmune disease (disorder)
447830005,7.0,Ebstein's anomaly of tricuspid valve (disorder),204357006,Congenital abnormality of tricuspid leaflet (disorder)
36133000,25.0,Ebstein's anomaly of tricuspid valve (disorder),204357006,Abnormal position of cardiac valve (disorder)
108283006,296.0,Echocardiography (procedure),40701008,Ultrasound procedure on cardiovascular system (procedure)
25850001,186.0,Echocardiography (procedure),40701008,Ultrasonography of thorax (procedure)
441985002,265.0,Echocardiography (procedure),40701008,Imaging of heart (procedure)
698247007,298.0,Ectopic beats (disorder),33413000,Cardiac arrhythmia (disorder)
173300003,985.0,Ectopic pregnancy (disorder),34801009,Disorder of pregnancy (disorder)
430960001,111.0,Ectropion of eyelid (disorder),62909004,Deformity of eyelid (disorder)
703938007,1123.0,Eczema (disorder),43116000,Inflammatory dermatosis (disorder)
404684003,114492.0,Edema (finding),267038008,Clinical finding (finding)
107666005,96.0,Edema (morphologic abnormality),79654002,Fluid disturbance (morphologic abnormality)
73873008,62.0,Ehlers-Danlos syndrome (disorder),398114001,Metabolic disease of collagen (disorder)
363212003,843.0,Ehlers-Danlos syndrome (disorder),398114001,Hereditary disorder of musculoskeletal system (disorder)
50279003,124.0,Ehlers-Danlos syndrome (disorder),398114001,Metabolic bone disease (disorder)
363070008,1812.0,Ehlers-Danlos syndrome (disorder),398114001,Developmental hereditary disorder (disorder)
363185004,620.0,Ehlers-Danlos syndrome (disorder),398114001,Hereditary disorder of the integument (disorder)
363039000,181.0,Ehlers-Danlos syndrome (disorder),398114001,Congenital connective tissue disorder (disorder)
312225001,1650.0,Ehlers-Danlos syndrome (disorder),398114001,Musculoskeletal and connective tissue disorder (disorder)
199879009,639.0,Ehlers-Danlos syndrome (disorder),398114001,Congenital anomaly of skin (disorder)
95324001,4301.0,Ehlers-Danlos syndrome (disorder),398114001,Skin lesion (disorder)
8447006,1756.0,Ehlers-Danlos syndrome (disorder),398114001,Congenital anomaly of skeletal bone (disorder)
363045008,132.0,Ehlers-Danlos syndrome (disorder),398114001,Connective tissue hereditary disorder (disorder)
105986008,582.0,Ehlers-Danlos syndrome (disorder),398114001,Congenital skeletal dysplasia (disorder)
253516002,115.0,Eisenmenger's syndrome (disorder),445928005,Right ventricular abnormality (disorder)
128238001,71.0,Eisenmenger's syndrome (disorder),445928005,Chronic heart disease (disorder)
116223007,5768.0,Eisenmenger's syndrome (disorder),445928005,Complication (disorder)
59494005,167.0,Eisenmenger's syndrome (disorder),445928005,Congenital septal defect of heart (disorder)
11399002,22.0,Eisenmenger's syndrome (disorder),445928005,Pulmonary hypertensive arterial disease (disorder)
363691001,9932.0,Electrocardiographic procedure (procedure),29303009,Procedure categorized by device involved (procedure)
276341003,2144.0,Electrocardiographic procedure (procedure),29303009,Cardiovascular investigation (procedure)
118797008,1629.0,Electrocardiographic procedure (procedure),29303009,Procedure on heart (procedure)
14318007,42.0,Electroencephalogram (procedure),54550000,Electroencephalographic procedure (procedure)
270913004,94.0,Electroencephalogram (procedure),54550000,Neuroelectrophysiology test (procedure)
126951006,340.0,Embryonal neuroepithelial neoplasm of central nervous system (disorder),734065009,Neoplasm of central nervous system (disorder)
87241003,8.0,Emphysema (morphologic abnormality),49158009,Gas retention (morphologic abnormality)
128139000,8382.0,Empyema (disorder),312682007,Inflammatory disorder (disorder)
367646009,4.0,Empyema (morphologic abnormality),66696003,Pus (morphologic abnormality)
81308009,3219.0,Encephalitis (disorder),45170000,Disorder of brain (disorder)
363169009,6848.0,Encephalitis (disorder),45170000,Inflammation of specific body organs (disorder)
39367000,533.0,Encephalitis (disorder),45170000,Inflammatory disease of the central nervous system (disorder)
363176004,2127.0,Encephalitis (disorder),45170000,Inflammatory disorder of head (disorder)
106019003,96.0,Encopresis (finding),302690004,Finding of elimination pattern (finding)
90688005,22.0,End-stage renal disease (disorder),46177005,Chronic renal failure syndrome (disorder)
399617002,192.0,Endocarditis (disorder),56819008,Carditis (disorder)
123596001,110.0,Endocarditis (disorder),56819008,Endocardial disease (disorder)
118738001,9675.0,Endodontic procedure (procedure),55670007,Procedure on soft tissue (procedure)
118818008,344.0,Endodontic procedure (procedure),55670007,Procedure on tooth (procedure)
64572001,78213.0,Endometriosis (disorder),129103003,Disease (disorder)
363691001,9932.0,Endoscopy (procedure),423827005,Procedure categorized by device involved (procedure)
32750006,957.0,Endoscopy (procedure),423827005,Inspection (procedure)
118155006,187.0,Endoscopy of stomach (procedure),386831001,Gastrointestinal tract endoscopy (procedure)
118830002,483.0,Endoscopy of stomach (procedure),386831001,Procedure on stomach (procedure)
108191006,251.0,Endoscopy of stomach (procedure),386831001,Abdomen endoscopy (procedure)
108191006,251.0,Endoscopy of urinary bladder (procedure),24139008,Abdomen endoscopy (procedure)
118855008,505.0,Endoscopy of urinary bladder (procedure),24139008,Procedure on bladder (procedure)
274380008,93.0,Endoscopy of urinary bladder (procedure),24139008,Urinary endoscopy (procedure)
120200004,104.0,Endoscopy of urinary bladder (procedure),24139008,Pelvis endoscopy (procedure)
85919009,2124.0,Enteritis caused by radiation (disorder),73817000,Disorder of intestine (disorder)
85983004,160.0,Enteritis caused by radiation (disorder),73817000,Disorder caused by exposure to ionizing radiation (disorder)
128999004,957.0,Enteritis caused by radiation (disorder),73817000,Inflammatory disorder of digestive tract (disorder)
363169009,6848.0,Enteritis caused by radiation (disorder),73817000,Inflammation of specific body organs (disorder)
430960001,111.0,Entropion of eyelid (disorder),33168009,Deformity of eyelid (disorder)
409657002,4.0,Eosinophilic esophagitis (disorder),235599003,Chronic esophagitis (disorder)
393564001,80.0,Ependymoma (disorder),443643007,Glioma (disorder)
443354006,10.0,"Ependymoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",57706008,Ependymoma - category (morphologic abnormality)
359643005,30.0,Epicondylitis (disorder),73583000,Enthesitis (disorder)
363175000,1154.0,Epicondylitis (disorder),73583000,Inflammatory disorder of extremity (disorder)
35185008,8.0,Epicondylitis (disorder),73583000,Enthesopathy of elbow region (disorder)
264693006,14.0,Epidemic vertigo (disorder),186738001,Vestibular nerve disorder (disorder)
445053006,10.0,Epidemic vertigo (disorder),186738001,Dysfunction of vestibular system (disorder)
284196006,392.0,Epidermal burn of skin (disorder),403190006,Burn of skin (disorder)
399999000,54.0,Epidermoid cyst (disorder),419893006,Keratinizing cyst (disorder)
418630001,11.0,Epidermoid cyst (morphologic abnormality),419670003,Keratinizing cyst (morphologic abnormality)
